,agegroup,gender,not infected,infected,dead (other),All,not infected %,scenario,day,immun or dead
5,10,m,22880,59.0,0,22939,99.74279611142596,base r0=1.5 f=0,17,
6,15,f,23085,49.0,1,23135,99.7838772422736,base r0=1.5 f=0,17,
7,15,m,25023,64.0,0,25087,99.7448877904891,base r0=1.5 f=0,17,
8,20,f,56362,126.0,1,56489,99.77517746817965,base r0=1.5 f=0,17,
9,20,m,61473,146.0,2,61621,99.75982213855666,base r0=1.5 f=0,17,
10,30,f,62614,130.0,0,62744,99.7928088741553,base r0=1.5 f=0,17,
11,30,m,65338,155.0,1,65494,99.76181024215958,base r0=1.5 f=0,17,
12,40,f,62177,149.0,6,62332,99.75133157928512,base r0=1.5 f=0,17,
13,40,m,63108,141.0,4,63253,99.7707618610975,base r0=1.5 f=0,17,
14,50,f,80604,163.0,7,80774,99.78953623690792,base r0=1.5 f=0,17,
15,50,m,81353,148.0,18,81519,99.79636649124744,base r0=1.5 f=0,17,
16,60,f,63898,95.0,25,64018,99.81255271954763,base r0=1.5 f=0,17,
17,60,m,59975,68.0,32,60075,99.83354140657511,base r0=1.5 f=0,17,
18,70,f,90512,49.0,314,90875,99.60055020632737,base r0=1.5 f=0,17,
19,70,m,66290,32.0,259,66581,99.56293837581292,base r0=1.5 f=0,17,
20,All,,997501,1829.0,670,1000000,99.7501,base r0=1.5 f=0,17,
0,0,f,22994,41.0,0,23035,99.82200998480573,base r0=1.5 f=0,18,
1,0,m,24219,41.0,0,24260,99.83099752679307,base r0=1.5 f=0,18,
2,5,f,21386,56.0,0,21442,99.73883033299133,base r0=1.5 f=0,18,
3,5,m,22612,60.0,0,22672,99.73535638673253,base r0=1.5 f=0,18,
4,10,f,21585,70.0,0,21655,99.67674901870238,base r0=1.5 f=0,18,
5,10,m,22879,60.0,0,22939,99.73843672348403,base r0=1.5 f=0,18,
6,15,f,23080,54.0,1,23135,99.76226496650096,base r0=1.5 f=0,18,
7,15,m,25021,66.0,0,25087,99.73691553394188,base r0=1.5 f=0,18,
8,20,f,56355,133.0,1,56489,99.76278567508719,base r0=1.5 f=0,18,
9,20,m,61459,160.0,2,61621,99.73710261112284,base r0=1.5 f=0,18,
10,30,f,62601,143.0,0,62744,99.77208976157083,base r0=1.5 f=0,18,
11,30,m,65331,162.0,1,65494,99.75112224020522,base r0=1.5 f=0,18,
12,40,f,62168,158.0,6,62332,99.73689276775973,base r0=1.5 f=0,18,
13,40,m,63100,148.0,5,63253,99.7581142396408,base r0=1.5 f=0,18,
14,50,f,80598,169.0,7,80774,99.7821081040929,base r0=1.5 f=0,18,
15,50,m,81344,155.0,20,81519,99.78532612029097,base r0=1.5 f=0,18,
16,60,f,63887,105.0,26,64018,99.79537005217283,base r0=1.5 f=0,18,
17,60,m,59972,71.0,32,60075,99.82854764877237,base r0=1.5 f=0,18,
18,70,f,90499,50.0,326,90875,99.58624484181568,base r0=1.5 f=0,18,
19,70,m,66276,32.0,273,66581,99.54191135609258,base r0=1.5 f=0,18,
20,All,,997366,1934.0,700,1000000,99.7366,base r0=1.5 f=0,18,
0,0,f,22992,43.0,0,23035,99.81332754504015,base r0=1.5 f=0,19,
1,0,m,24216,44.0,0,24260,99.81863149216818,base r0=1.5 f=0,19,
2,5,f,21382,60.0,0,21442,99.72017535677642,base r0=1.5 f=0,19,
3,5,m,22603,69.0,0,22672,99.69565984474241,base r0=1.5 f=0,19,
4,10,f,21580,75.0,0,21655,99.6536596628954,base r0=1.5 f=0,19,
5,10,m,22871,68.0,0,22939,99.70356161994856,base r0=1.5 f=0,19,
6,15,f,23074,60.0,1,23135,99.73633023557382,base r0=1.5 f=0,19,
7,15,m,25015,72.0,0,25087,99.71299876430024,base r0=1.5 f=0,19,
8,20,f,56341,147.0,1,56489,99.73800208890226,base r0=1.5 f=0,19,
9,20,m,61452,167.0,2,61621,99.72574284740591,base r0=1.5 f=0,19,
10,30,f,62590,154.0,0,62744,99.75455820476859,base r0=1.5 f=0,19,
11,30,m,65316,177.0,1,65494,99.7282193788744,base r0=1.5 f=0,19,
12,40,f,62157,169.0,6,62332,99.71924533145095,base r0=1.5 f=0,19,
13,40,m,63085,162.0,6,63253,99.73439994940951,base r0=1.5 f=0,19,
14,50,f,80589,178.0,7,80774,99.77096590487038,base r0=1.5 f=0,19,
15,50,m,81333,166.0,20,81519,99.77183233356641,base r0=1.5 f=0,19,
16,60,f,63880,109.0,29,64018,99.78443562747977,base r0=1.5 f=0,19,
17,60,m,59967,75.0,33,60075,99.82022471910112,base r0=1.5 f=0,19,
18,70,f,90484,51.0,340,90875,99.5697386519945,base r0=1.5 f=0,19,
19,70,m,66261,33.0,287,66581,99.51938240639221,base r0=1.5 f=0,19,
20,All,,997188,2079.0,733,1000000,99.7188,base r0=1.5 f=0,19,
0,0,f,22989,46.0,0,23035,99.8003038853918,base r0=1.5 f=0,20,
1,0,m,24212,48.0,0,24260,99.80214344600165,base r0=1.5 f=0,20,
2,5,f,21378,64.0,0,21442,99.70152038056152,base r0=1.5 f=0,20,
3,5,m,22597,75.0,0,22672,99.66919548341566,base r0=1.5 f=0,20,
4,10,f,21573,82.0,0,21655,99.62133456476565,base r0=1.5 f=0,20,
5,10,m,22868,71.0,0,22939,99.69048345612276,base r0=1.5 f=0,20,
6,15,f,23067,67.0,1,23135,99.70607304949212,base r0=1.5 f=0,20,
7,15,m,25012,75.0,0,25087,99.70104037947941,base r0=1.5 f=0,20,
8,20,f,56331,157.0,1,56489,99.72029952734161,base r0=1.5 f=0,20,
9,20,m,61440,178.0,3,61621,99.70626896674834,base r0=1.5 f=0,20,
10,30,f,62578,166.0,0,62744,99.73543287007523,base r0=1.5 f=0,20,
11,30,m,65305,188.0,1,65494,99.71142394723181,base r0=1.5 f=0,20,
12,40,f,62144,181.0,7,62332,99.69838927035872,base r0=1.5 f=0,20,
13,40,m,63076,171.0,6,63253,99.72017137527074,base r0=1.5 f=0,20,
14,50,f,80576,189.0,9,80774,99.75487161710451,base r0=1.5 f=0,20,
15,50,m,81318,181.0,20,81519,99.75343171530562,base r0=1.5 f=0,20,
16,60,f,63874,114.0,30,64018,99.77506326345716,base r0=1.5 f=0,20,
17,60,m,59960,81.0,34,60075,99.80857261756138,base r0=1.5 f=0,20,
18,70,f,90469,53.0,353,90875,99.55323246217331,base r0=1.5 f=0,20,
19,70,m,66248,34.0,299,66581,99.4998573166519,base r0=1.5 f=0,20,
20,All,,997015,2221.0,764,1000000,99.7015,base r0=1.5 f=0,20,
0,0,f,22987,48.0,0,23035,99.79162144562622,base r0=1.5 f=0,21,
1,0,m,24207,53.0,0,24260,99.78153338829348,base r0=1.5 f=0,21,
2,5,f,21374,68.0,0,21442,99.68286540434661,base r0=1.5 f=0,21,
3,5,m,22593,79.0,0,22672,99.6515525758645,base r0=1.5 f=0,21,
4,10,f,21570,85.0,0,21655,99.60748095128146,base r0=1.5 f=0,21,
5,10,m,22862,77.0,0,22939,99.66432712847116,base r0=1.5 f=0,21,
6,15,f,23061,73.0,1,23135,99.68013831856494,base r0=1.5 f=0,21,
7,15,m,25007,80.0,0,25087,99.68110973811137,base r0=1.5 f=0,21,
8,20,f,56326,162.0,1,56489,99.71144824656128,base r0=1.5 f=0,21,
9,20,m,61433,185.0,3,61621,99.69490920303143,base r0=1.5 f=0,21,
10,30,f,62572,172.0,0,62744,99.72587020272854,base r0=1.5 f=0,21,
11,30,m,65289,204.0,1,65494,99.68699422847894,base r0=1.5 f=0,21,
12,40,f,62136,189.0,7,62332,99.68555477122504,base r0=1.5 f=0,21,
13,40,m,63071,176.0,6,63253,99.71226661186031,base r0=1.5 f=0,21,
14,50,f,80565,200.0,9,80774,99.74125337361032,base r0=1.5 f=0,21,
15,50,m,81307,192.0,20,81519,99.73993792858107,base r0=1.5 f=0,21,
16,60,f,63870,118.0,30,64018,99.7688150207754,base r0=1.5 f=0,21,
17,60,m,59957,83.0,35,60075,99.80357885975863,base r0=1.5 f=0,21,
18,70,f,90442,55.0,378,90875,99.52352132049519,base r0=1.5 f=0,21,
19,70,m,66232,34.0,315,66581,99.4758264369715,base r0=1.5 f=0,21,
20,All,,996861,2333.0,806,1000000,99.6861,base r0=1.5 f=0,21,
0,0,f,22984,51.0,0,23035,99.77859778597787,base r0=1.5 f=0,22,
1,0,m,24202,58.0,0,24260,99.76092333058533,base r0=1.5 f=0,22,
2,5,f,21370,72.0,0,21442,99.66421042813171,base r0=1.5 f=0,22,
3,5,m,22591,81.0,0,22672,99.64273112208892,base r0=1.5 f=0,22,
4,10,f,21567,88.0,0,21655,99.59362733779727,base r0=1.5 f=0,22,
5,10,m,22856,83.0,0,22939,99.63817080081957,base r0=1.5 f=0,22,
6,15,f,23057,77.0,1,23135,99.66284849794683,base r0=1.5 f=0,22,
7,15,m,25000,87.0,0,25087,99.65320684019612,base r0=1.5 f=0,22,
8,20,f,56316,172.0,1,56489,99.69374568500062,base r0=1.5 f=0,22,
9,20,m,61417,200.0,4,61621,99.66894402882134,base r0=1.5 f=0,22,
10,30,f,62561,183.0,0,62744,99.7083386459263,base r0=1.5 f=0,22,
11,30,m,65279,214.0,1,65494,99.67172565425841,base r0=1.5 f=0,22,
12,40,f,62131,194.0,7,62332,99.67753320926651,base r0=1.5 f=0,22,
13,40,m,63062,184.0,7,63253,99.69803803772153,base r0=1.5 f=0,22,
14,50,f,80547,217.0,10,80774,99.71896897516528,base r0=1.5 f=0,22,
15,50,m,81299,200.0,20,81519,99.73012426550866,base r0=1.5 f=0,22,
16,60,f,63862,125.0,31,64018,99.7563185354119,base r0=1.5 f=0,22,
17,60,m,59944,90.0,41,60075,99.7819392426134,base r0=1.5 f=0,22,
18,70,f,90423,57.0,395,90875,99.50261348005502,base r0=1.5 f=0,22,
19,70,m,66215,35.0,331,66581,99.4502936273111,base r0=1.5 f=0,22,
20,All,,996683,2468.0,849,1000000,99.6683,base r0=1.5 f=0,22,
0,0,f,22981,54.0,0,23035,99.7655741263295,base r0=1.5 f=0,23,
1,0,m,24199,61.0,0,24260,99.74855729596042,base r0=1.5 f=0,23,
2,5,f,21365,77.0,0,21442,99.64089170786308,base r0=1.5 f=0,23,
3,5,m,22586,86.0,0,22672,99.62067748764997,base r0=1.5 f=0,23,
4,10,f,21562,93.0,0,21655,99.5705379819903,base r0=1.5 f=0,23,
5,10,m,22849,90.0,0,22939,99.60765508522603,base r0=1.5 f=0,23,
6,15,f,23051,83.0,1,23135,99.63691376701966,base r0=1.5 f=0,23,
7,15,m,24994,93.0,0,25087,99.62929007055446,base r0=1.5 f=0,23,
8,20,f,56307,181.0,1,56489,99.67781337959603,base r0=1.5 f=0,23,
9,20,m,61403,214.0,4,61621,99.64622450138751,base r0=1.5 f=0,23,
10,30,f,62552,191.0,1,62744,99.69399464490628,base r0=1.5 f=0,23,
11,30,m,65270,223.0,1,65494,99.65798393745992,base r0=1.5 f=0,23,
12,40,f,62121,203.0,8,62332,99.66149008534943,base r0=1.5 f=0,23,
13,40,m,63051,195.0,7,63253,99.68064755821858,base r0=1.5 f=0,23,
14,50,f,80533,231.0,10,80774,99.70163666526358,base r0=1.5 f=0,23,
15,50,m,81284,213.0,22,81519,99.71172364724788,base r0=1.5 f=0,23,
16,60,f,63853,132.0,33,64018,99.74225998937798,base r0=1.5 f=0,23,
17,60,m,59936,95.0,44,60075,99.7686225551394,base r0=1.5 f=0,23,
18,70,f,90395,61.0,419,90875,99.47180192572215,base r0=1.5 f=0,23,
19,70,m,66197,35.0,349,66581,99.42325888767066,base r0=1.5 f=0,23,
20,All,,996489,2611.0,900,1000000,99.6489,base r0=1.5 f=0,23,
0,0,f,22979,56.0,0,23035,99.75689168656392,base r0=1.5 f=0,24,
1,0,m,24193,66.0,1,24260,99.72382522671064,base r0=1.5 f=0,24,
2,5,f,21361,81.0,0,21442,99.62223673164816,base r0=1.5 f=0,24,
3,5,m,22580,92.0,0,22672,99.59421312632321,base r0=1.5 f=0,24,
4,10,f,21552,103.0,0,21655,99.52435927037637,base r0=1.5 f=0,24,
5,10,m,22841,98.0,0,22939,99.57277998169057,base r0=1.5 f=0,24,
6,15,f,23043,91.0,1,23135,99.60233412578344,base r0=1.5 f=0,24,
7,15,m,24989,98.0,0,25087,99.60935942918643,base r0=1.5 f=0,24,
8,20,f,56292,196.0,1,56489,99.65125953725504,base r0=1.5 f=0,24,
9,20,m,61391,226.0,4,61621,99.62675062072994,base r0=1.5 f=0,24,
10,30,f,62535,208.0,1,62744,99.66690042075737,base r0=1.5 f=0,24,
11,30,m,65260,233.0,1,65494,99.64271536323938,base r0=1.5 f=0,24,
12,40,f,62107,216.0,9,62332,99.63902971186549,base r0=1.5 f=0,24,
13,40,m,63038,205.0,10,63253,99.66009517335146,base r0=1.5 f=0,24,
14,50,f,80522,242.0,10,80774,99.68801842176939,base r0=1.5 f=0,24,
15,50,m,81270,224.0,25,81519,99.69454973687117,base r0=1.5 f=0,24,
16,60,f,63840,142.0,36,64018,99.72195320066231,base r0=1.5 f=0,24,
17,60,m,59931,99.0,45,60075,99.76029962546816,base r0=1.5 f=0,24,
18,70,f,90381,63.0,431,90875,99.4563961485557,base r0=1.5 f=0,24,
19,70,m,66181,35.0,365,66581,99.39922800799027,base r0=1.5 f=0,24,
20,All,,996286,2774.0,940,1000000,99.6286,base r0=1.5 f=0,24,
0,0,f,22977,58.0,0,23035,99.74820924679835,base r0=1.5 f=0,25,
1,0,m,24188,71.0,1,24260,99.70321516900246,base r0=1.5 f=0,25,
2,5,f,21357,85.0,0,21442,99.60358175543325,base r0=1.5 f=0,25,
3,5,m,22578,94.0,0,22672,99.58539167254764,base r0=1.5 f=0,25,
4,10,f,21545,110.0,0,21655,99.49203417224659,base r0=1.5 f=0,25,
5,10,m,22839,100.0,0,22939,99.56406120580671,base r0=1.5 f=0,25,
6,15,f,23035,99.0,1,23135,99.56775448454722,base r0=1.5 f=0,25,
7,15,m,24986,101.0,0,25087,99.59740104436561,base r0=1.5 f=0,25,
8,20,f,56284,204.0,1,56489,99.6370974880065,base r0=1.5 f=0,25,
9,20,m,61375,241.0,5,61621,99.60078544651985,base r0=1.5 f=0,25,
10,30,f,62527,216.0,1,62744,99.65415019762845,base r0=1.5 f=0,25,
11,30,m,65248,245.0,1,65494,99.62439307417473,base r0=1.5 f=0,25,
12,40,f,62095,228.0,9,62332,99.61977796316499,base r0=1.5 f=0,25,
13,40,m,63021,222.0,10,63253,99.633218977756,base r0=1.5 f=0,25,
14,50,f,80504,260.0,10,80774,99.66573402332433,base r0=1.5 f=0,25,
15,50,m,81256,236.0,27,81519,99.67737582649444,base r0=1.5 f=0,25,
16,60,f,63830,150.0,38,64018,99.70633259395795,base r0=1.5 f=0,25,
17,60,m,59927,103.0,45,60075,99.75364128173116,base r0=1.5 f=0,25,
18,70,f,90356,65.0,454,90875,99.42888583218708,base r0=1.5 f=0,25,
19,70,m,66158,35.0,388,66581,99.36468361844972,base r0=1.5 f=0,25,
20,All,,996086,2923.0,991,1000000,99.6086,base r0=1.5 f=0,25,
0,0,f,22972,63.0,0,23035,99.72650314738442,base r0=1.5 f=0,26,
1,0,m,24185,74.0,1,24260,99.69084913437757,base r0=1.5 f=0,26,
2,5,f,21354,88.0,0,21442,99.5895905232721,base r0=1.5 f=0,26,
3,5,m,22574,98.0,0,22672,99.56774876499647,base r0=1.5 f=0,26,
4,10,f,21541,114.0,0,21655,99.47356268760102,base r0=1.5 f=0,26,
5,10,m,22830,109.0,0,22939,99.52482671432931,base r0=1.5 f=0,26,
6,15,f,23026,108.0,1,23135,99.52885238815648,base r0=1.5 f=0,26,
7,15,m,24976,110.0,1,25087,99.55753976162953,base r0=1.5 f=0,26,
8,20,f,56275,213.0,1,56489,99.62116518260193,base r0=1.5 f=0,26,
9,20,m,61360,256.0,5,61621,99.5764430956979,base r0=1.5 f=0,26,
10,30,f,62516,227.0,1,62744,99.63661864082621,base r0=1.5 f=0,26,
11,30,m,65236,257.0,1,65494,99.60607078511009,base r0=1.5 f=0,26,
12,40,f,62088,235.0,9,62332,99.60854777642302,base r0=1.5 f=0,26,
13,40,m,63009,233.0,11,63253,99.61424754557096,base r0=1.5 f=0,26,
14,50,f,80485,279.0,10,80774,99.64221160274346,base r0=1.5 f=0,26,
15,50,m,81245,246.0,28,81519,99.66388203976987,base r0=1.5 f=0,26,
16,60,f,63817,160.0,41,64018,99.68602580524227,base r0=1.5 f=0,26,
17,60,m,59922,105.0,48,60075,99.74531835205993,base r0=1.5 f=0,26,
18,70,f,90332,69.0,474,90875,99.40247592847318,base r0=1.5 f=0,26,
19,70,m,66140,37.0,404,66581,99.33764887880928,base r0=1.5 f=0,26,
20,All,,995883,3081.0,1036,1000000,99.58829999999999,base r0=1.5 f=0,26,
0,0,f,22969,66.0,0,23035,99.71347948773605,base r0=1.5 f=0,27,
1,0,m,24182,77.0,1,24260,99.67848309975268,base r0=1.5 f=0,27,
2,5,f,21349,93.0,0,21442,99.56627180300345,base r0=1.5 f=0,27,
3,5,m,22567,105.0,0,22672,99.53687367678194,base r0=1.5 f=0,27,
4,10,f,21537,118.0,0,21655,99.45509120295543,base r0=1.5 f=0,27,
5,10,m,22822,117.0,0,22939,99.48995161079385,base r0=1.5 f=0,27,
6,15,f,23016,118.0,1,23135,99.48562783661119,base r0=1.5 f=0,27,
7,15,m,24970,116.0,1,25087,99.53362299198788,base r0=1.5 f=0,27,
8,20,f,56267,221.0,1,56489,99.6070031333534,base r0=1.5 f=0,27,
9,20,m,61343,273.0,5,61621,99.54885509809968,base r0=1.5 f=0,27,
10,30,f,62497,246.0,1,62744,99.60633686089506,base r0=1.5 f=0,27,
11,30,m,65225,268.0,1,65494,99.58927535346749,base r0=1.5 f=0,27,
12,40,f,62074,249.0,9,62332,99.5860874029391,base r0=1.5 f=0,27,
13,40,m,62999,243.0,11,63253,99.5984380187501,base r0=1.5 f=0,27,
14,50,f,80464,297.0,13,80774,99.61621313789091,base r0=1.5 f=0,27,
15,50,m,81236,254.0,29,81519,99.65284166881341,base r0=1.5 f=0,27,
16,60,f,63805,168.0,45,64018,99.66728107719703,base r0=1.5 f=0,27,
17,60,m,59915,110.0,50,60075,99.73366625052019,base r0=1.5 f=0,27,
18,70,f,90309,71.0,495,90875,99.37716643741403,base r0=1.5 f=0,27,
19,70,m,66129,38.0,414,66581,99.32112764902901,base r0=1.5 f=0,27,
20,All,,995675,3248.0,1077,1000000,99.5675,base r0=1.5 f=0,27,
0,0,f,22965,56.0,1,23035,99.69611460820491,base r0=1.5 f=0,28,13.0
1,0,m,24179,67.0,1,24260,99.66611706512778,base r0=1.5 f=0,28,13.0
2,5,f,21341,88.0,0,21442,99.52896185057364,base r0=1.5 f=0,28,13.0
3,5,m,22559,102.0,0,22672,99.50158786167961,base r0=1.5 f=0,28,11.0
4,10,f,21530,111.0,0,21655,99.42276610482568,base r0=1.5 f=0,28,14.0
5,10,m,22816,109.0,0,22939,99.46379528314225,base r0=1.5 f=0,28,14.0
6,15,f,23008,117.0,1,23135,99.45104819537497,base r0=1.5 f=0,28,9.0
7,15,m,24963,111.0,1,25087,99.50572009407263,base r0=1.5 f=0,28,12.0
8,20,f,56257,203.0,1,56489,99.58930057179273,base r0=1.5 f=0,28,28.0
9,20,m,61321,271.0,5,61621,99.5131529835608,base r0=1.5 f=0,28,24.0
10,30,f,62490,220.0,1,62744,99.59518041565727,base r0=1.5 f=0,28,33.0
11,30,m,65210,247.0,1,65494,99.56637249213668,base r0=1.5 f=0,28,36.0
12,40,f,62062,231.0,9,62332,99.56683565423859,base r0=1.5 f=0,28,30.0
13,40,m,62986,235.0,11,63253,99.57788563388299,base r0=1.5 f=0,28,21.0
14,50,f,80448,271.0,13,80774,99.59640478371753,base r0=1.5 f=0,28,42.0
15,50,m,81217,232.0,31,81519,99.62953421901642,base r0=1.5 f=0,28,39.0
16,60,f,63790,142.0,49,64018,99.64385016714049,base r0=1.5 f=0,28,37.0
17,60,m,59904,85.0,51,60075,99.71535580524345,base r0=1.5 f=0,28,35.0
18,70,f,90288,28.0,514,90875,99.35405777166437,base r0=1.5 f=0,28,45.0
19,70,m,66117,7.0,426,66581,99.30310448926872,base r0=1.5 f=0,28,31.0
20,All,,995451,2933.0,1116,1000000,99.54509999999999,base r0=1.5 f=0,28,500.0
0,0,f,22964,57.0,1,23035,99.69177338832212,base r0=1.5 f=0,29,13.0
1,0,m,24174,72.0,1,24260,99.64550700741962,base r0=1.5 f=0,29,13.0
2,5,f,21337,92.0,0,21442,99.51030687435873,base r0=1.5 f=0,29,13.0
3,5,m,22554,107.0,0,22672,99.47953422724065,base r0=1.5 f=0,29,11.0
4,10,f,21521,120.0,0,21655,99.38120526437314,base r0=1.5 f=0,29,14.0
5,10,m,22810,115.0,0,22939,99.43763895549066,base r0=1.5 f=0,29,14.0
6,15,f,23000,125.0,1,23135,99.41646855413875,base r0=1.5 f=0,29,9.0
7,15,m,24957,117.0,1,25087,99.48180332443098,base r0=1.5 f=0,29,12.0
8,20,f,56246,214.0,1,56489,99.56982775407602,base r0=1.5 f=0,29,28.0
9,20,m,61309,283.0,5,61621,99.49367910290323,base r0=1.5 f=0,29,24.0
10,30,f,62474,236.0,1,62744,99.56967996939946,base r0=1.5 f=0,29,33.0
11,30,m,65193,264.0,1,65494,99.54041591596177,base r0=1.5 f=0,29,36.0
12,40,f,62047,246.0,9,62332,99.54277096836296,base r0=1.5 f=0,29,30.0
13,40,m,62972,249.0,11,63253,99.55575229633376,base r0=1.5 f=0,29,21.0
14,50,f,80431,286.0,15,80774,99.57535840740832,base r0=1.5 f=0,29,42.0
15,50,m,81199,248.0,33,81519,99.6074534771035,base r0=1.5 f=0,29,39.0
16,60,f,63781,151.0,49,64018,99.62979162110656,base r0=1.5 f=0,29,37.0
17,60,m,59893,90.0,57,60075,99.69704535996671,base r0=1.5 f=0,29,35.0
18,70,f,90265,31.0,534,90875,99.32874828060523,base r0=1.5 f=0,29,45.0
19,70,m,66103,7.0,440,66581,99.28207746954837,base r0=1.5 f=0,29,31.0
20,All,,995230,3110.0,1160,1000000,99.523,base r0=1.5 f=0,29,500.0
0,0,f,22961,60.0,1,23035,99.67874972867375,base r0=1.5 f=0,30,13.0
1,0,m,24170,76.0,1,24260,99.6290189612531,base r0=1.5 f=0,30,13.0
2,5,f,21333,96.0,0,21442,99.49165189814383,base r0=1.5 f=0,30,13.0
3,5,m,22549,111.0,0,22672,99.4574805928017,base r0=1.5 f=0,30,12.0
4,10,f,21513,127.0,0,21655,99.34426229508196,base r0=1.5 f=0,30,15.0
5,10,m,22800,125.0,0,22939,99.39404507607132,base r0=1.5 f=0,30,14.0
6,15,f,22993,132.0,1,23135,99.38621136805705,base r0=1.5 f=0,30,9.0
7,15,m,24952,121.0,1,25087,99.46187268306295,base r0=1.5 f=0,30,13.0
8,20,f,56231,228.0,1,56489,99.54327391173503,base r0=1.5 f=0,30,29.0
9,20,m,61296,294.0,5,61621,99.47258239885754,base r0=1.5 f=0,30,26.0
10,30,f,62458,251.0,1,62744,99.54417952314165,base r0=1.5 f=0,30,34.0
11,30,m,65174,281.0,1,65494,99.51140562494274,base r0=1.5 f=0,30,38.0
12,40,f,62027,265.0,9,62332,99.51068472052879,base r0=1.5 f=0,30,31.0
13,40,m,62955,263.0,12,63253,99.5288761007383,base r0=1.5 f=0,30,23.0
14,50,f,80419,295.0,15,80774,99.5605021417783,base r0=1.5 f=0,30,45.0
15,50,m,81181,264.0,34,81519,99.58537273519057,base r0=1.5 f=0,30,40.0
16,60,f,63769,161.0,51,64018,99.61104689306133,base r0=1.5 f=0,30,37.0
17,60,m,59882,99.0,59,60075,99.67873491468997,base r0=1.5 f=0,30,35.0
18,70,f,90243,35.0,552,90875,99.30453920220083,base r0=1.5 f=0,30,45.0
19,70,m,66087,8.0,455,66581,99.25804658986797,base r0=1.5 f=0,30,31.0
20,All,,994993,3292.0,1199,1000000,99.4993,base r0=1.5 f=0,30,516.0
0,0,f,22959,61.0,1,23035,99.67006728890819,base r0=1.5 f=0,31,14.0
1,0,m,24166,79.0,1,24260,99.61253091508657,base r0=1.5 f=0,31,14.0
2,5,f,21331,98.0,0,21442,99.48232441003638,base r0=1.5 f=0,31,13.0
3,5,m,22542,116.0,0,22672,99.42660550458714,base r0=1.5 f=0,31,14.0
4,10,f,21504,134.0,0,21655,99.30270145462941,base r0=1.5 f=0,31,17.0
5,10,m,22796,129.0,0,22939,99.37660752430358,base r0=1.5 f=0,31,14.0
6,15,f,22983,142.0,1,23135,99.34298681651178,base r0=1.5 f=0,31,9.0
7,15,m,24936,135.0,2,25087,99.39809463068522,base r0=1.5 f=0,31,14.0
8,20,f,56213,245.0,1,56489,99.51140930092585,base r0=1.5 f=0,31,30.0
9,20,m,61281,307.0,5,61621,99.44824004803557,base r0=1.5 f=0,31,28.0
10,30,f,62444,262.0,1,62744,99.52186663266606,base r0=1.5 f=0,31,37.0
11,30,m,65152,300.0,1,65494,99.47781476165756,base r0=1.5 f=0,31,41.0
12,40,f,62007,279.0,9,62332,99.4785984726946,base r0=1.5 f=0,31,37.0
13,40,m,62942,273.0,12,63253,99.50832371587119,base r0=1.5 f=0,31,26.0
14,50,f,80397,317.0,15,80774,99.5332656547899,base r0=1.5 f=0,31,45.0
15,50,m,81169,272.0,34,81519,99.57065224058195,base r0=1.5 f=0,31,44.0
16,60,f,63753,176.0,52,64018,99.58605392233434,base r0=1.5 f=0,31,37.0
17,60,m,59873,107.0,60,60075,99.66375364128173,base r0=1.5 f=0,31,35.0
18,70,f,90216,37.0,577,90875,99.2748280605227,base r0=1.5 f=0,31,45.0
19,70,m,66065,11.0,474,66581,99.22500413030745,base r0=1.5 f=0,31,31.0
20,All,,994729,3480.0,1246,1000000,99.4729,base r0=1.5 f=0,31,545.0
0,0,f,22957,61.0,1,23035,99.6613848491426,base r0=1.5 f=0,32,16.0
1,0,m,24159,85.0,1,24260,99.58367683429513,base r0=1.5 f=0,32,15.0
2,5,f,21323,104.0,0,21442,99.44501445760656,base r0=1.5 f=0,32,15.0
3,5,m,22535,121.0,0,22672,99.39573041637261,base r0=1.5 f=0,32,16.0
4,10,f,21492,142.0,0,21655,99.24728700069268,base r0=1.5 f=0,32,21.0
5,10,m,22792,130.0,0,22939,99.35916997253585,base r0=1.5 f=0,32,17.0
6,15,f,22976,145.0,1,23135,99.31272963043008,base r0=1.5 f=0,32,13.0
7,15,m,24923,146.0,2,25087,99.34627496312831,base r0=1.5 f=0,32,16.0
8,20,f,56202,252.0,1,56489,99.49193648320912,base r0=1.5 f=0,32,34.0
9,20,m,61269,311.0,6,61621,99.428766167378,base r0=1.5 f=0,32,35.0
10,30,f,62422,277.0,2,62744,99.48680351906158,base r0=1.5 f=0,32,43.0
11,30,m,65136,311.0,1,65494,99.4533850429047,base r0=1.5 f=0,32,46.0
12,40,f,61993,287.0,10,62332,99.45613809921068,base r0=1.5 f=0,32,42.0
13,40,m,62922,288.0,12,63253,99.47670466222947,base r0=1.5 f=0,32,31.0
14,50,f,80378,327.0,16,80774,99.50974323420903,base r0=1.5 f=0,32,53.0
15,50,m,81151,284.0,36,81519,99.54857149866902,base r0=1.5 f=0,32,48.0
16,60,f,63748,177.0,53,64018,99.57824361898217,base r0=1.5 f=0,32,40.0
17,60,m,59861,119.0,60,60075,99.64377861007074,base r0=1.5 f=0,32,35.0
18,70,f,90199,41.0,590,90875,99.25612104539202,base r0=1.5 f=0,32,45.0
19,70,m,66046,13.0,491,66581,99.19646746068699,base r0=1.5 f=0,32,31.0
20,All,,994484,3621.0,1283,1000000,99.4484,base r0=1.5 f=0,32,612.0
0,0,f,22952,65.0,1,23035,99.63967874972867,base r0=1.5 f=0,33,17.0
1,0,m,24157,86.0,1,24260,99.57543281121187,base r0=1.5 f=0,33,16.0
