"ITTER107","Territory","TIPO_DATO15","Demographic data type","SEXISTAT1","Gender","ETA1","Age","STATCIV2","Marital status","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","JAN","population on 1st January","9","total","Y84","84 years","99","total","2019","2019",372317,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y85","85 years","99","total","2019","2019",129550,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y85","85 years","99","total","2019","2019",208198,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y85","85 years","99","total","2019","2019",337748,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y86","86 years","99","total","2019","2019",111628,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y86","86 years","99","total","2019","2019",190801,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y86","86 years","99","total","2019","2019",302429,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y87","87 years","99","total","2019","2019",98778,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y87","87 years","99","total","2019","2019",176921,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y87","87 years","99","total","2019","2019",275699,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y88","88 years","99","total","2019","2019",87643,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y88","88 years","99","total","2019","2019",168847,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y88","88 years","99","total","2019","2019",256490,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y89","89 years","99","total","2019","2019",67909,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y89","89 years","99","total","2019","2019",206598,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y89","89 years","99","total","2019","2019",138689,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y90","90 years","99","total","2019","2019",54534,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y90","90 years","99","total","2019","2019",120877,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y90","90 years","99","total","2019","2019",175411,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y91","91 years","99","total","2019","2019",43351,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y91","91 years","99","total","2019","2019",103390,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y91","91 years","99","total","2019","2019",146741,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y92","92 years","99","total","2019","2019",32740,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y92","92 years","99","total","2019","2019",84908,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y92","92 years","99","total","2019","2019",117648,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y93","93 years","99","total","2019","2019",24433,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y93","93 years","99","total","2019","2019",68990,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y93","93 years","99","total","2019","2019",93423,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y94","94 years","99","total","2019","2019",18006,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y94","94 years","99","total","2019","2019",54335,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y94","94 years","99","total","2019","2019",72341,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y95","95 years","99","total","2019","2019",13251,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y95","95 years","99","total","2019","2019",42353,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y95","95 years","99","total","2019","2019",55604,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y96","96 years","99","total","2019","2019",8954,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y96","96 years","99","total","2019","2019",31464,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y96","96 years","99","total","2019","2019",40418,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y97","97 years","99","total","2019","2019",6108,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y97","97 years","99","total","2019","2019",23220,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y97","97 years","99","total","2019","2019",29328,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y98","98 years","99","total","2019","2019",3946,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y98","98 years","99","total","2019","2019",16036,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y98","98 years","99","total","2019","2019",19982,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y99","99 years","99","total","2019","2019",1681,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y99","99 years","99","total","2019","2019",7495,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y99","99 years","99","total","2019","2019",9176,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","Y_GE100","100 years and over","99","total","2019","2019",2324,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","Y_GE100","100 years and over","99","total","2019","2019",12132,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","Y_GE100","100 years and over","99","total","2019","2019",14456,"p","provisional data"
"IT","Italy","JAN","population on 1st January","1","males","TOTAL","total","99","total","2019","2019",29384766,"p","provisional data"
"IT","Italy","JAN","population on 1st January","2","females","TOTAL","total","99","total","2019","2019",30974780,"p","provisional data"
"IT","Italy","JAN","population on 1st January","9","total","TOTAL","total","99","total","2019","2019",60359546,"p","provisional data"
