Kennung;Bezeichnung;Alter_von;Insgesamt;männlich;weiblich
95;Mittelfranken, Regierungsbezirk;9;15146;7864;7282
95;Mittelfranken, Regierungsbezirk;10;15628;8105;7523
95;Mittelfranken, Regierungsbezirk;11;15850;8159;7691
95;Mittelfranken, Regierungsbezirk;12;15181;7784;7397
95;Mittelfranken, Regierungsbezirk;13;15429;8031;7398
95;Mittelfranken, Regierungsbezirk;14;15746;8045;7701
95;Mittelfranken, Regierungsbezirk;15;15894;8260;7634
95;Mittelfranken, Regierungsbezirk;16;16263;8367;7896
95;Mittelfranken, Regierungsbezirk;17;16802;8798;8004
95;Mittelfranken, Regierungsbezirk;18;17607;9182;8425
95;Mittelfranken, Regierungsbezirk;19;18717;9871;8846
95;Mittelfranken, Regierungsbezirk;20;19686;10340;9346
95;Mittelfranken, Regierungsbezirk;21;20617;10647;9970
95;Mittelfranken, Regierungsbezirk;22;21072;11028;10044
95;Mittelfranken, Regierungsbezirk;23;20831;10810;10021
95;Mittelfranken, Regierungsbezirk;24;21692;11346;10346
95;Mittelfranken, Regierungsbezirk;25;22520;11748;10772
95;Mittelfranken, Regierungsbezirk;26;22836;11824;11012
95;Mittelfranken, Regierungsbezirk;27;23665;12313;11352
95;Mittelfranken, Regierungsbezirk;28;24695;12579;12116
95;Mittelfranken, Regierungsbezirk;29;24379;12632;11747
95;Mittelfranken, Regierungsbezirk;30;24780;12846;11934
95;Mittelfranken, Regierungsbezirk;31;24121;12480;11641
95;Mittelfranken, Regierungsbezirk;32;23552;11937;11615
95;Mittelfranken, Regierungsbezirk;33;22797;11498;11299
95;Mittelfranken, Regierungsbezirk;34;23049;11589;11460
95;Mittelfranken, Regierungsbezirk;35;23041;11919;11122
95;Mittelfranken, Regierungsbezirk;36;23678;11863;11815
95;Mittelfranken, Regierungsbezirk;37;23880;11909;11971
95;Mittelfranken, Regierungsbezirk;38;23432;11833;11599
95;Mittelfranken, Regierungsbezirk;39;22226;11086;11140
95;Mittelfranken, Regierungsbezirk;40;22090;11012;11078
95;Mittelfranken, Regierungsbezirk;41;21499;10786;10713
95;Mittelfranken, Regierungsbezirk;42;21689;10880;10809
95;Mittelfranken, Regierungsbezirk;43;20733;10282;10451
95;Mittelfranken, Regierungsbezirk;44;20952;10422;10530
95;Mittelfranken, Regierungsbezirk;45;20923;10399;10524
95;Mittelfranken, Regierungsbezirk;46;22625;11236;11389
95;Mittelfranken, Regierungsbezirk;47;24252;12090;12162
95;Mittelfranken, Regierungsbezirk;48;25465;12613;12852
95;Mittelfranken, Regierungsbezirk;49;27502;13852;13650
95;Mittelfranken, Regierungsbezirk;50;28680;14463;14217
95;Mittelfranken, Regierungsbezirk;51;29629;14914;14715
95;Mittelfranken, Regierungsbezirk;52;29250;14733;14517
95;Mittelfranken, Regierungsbezirk;53;29104;14736;14368
95;Mittelfranken, Regierungsbezirk;54;29531;15034;14497
95;Mittelfranken, Regierungsbezirk;55;29250;14766;14484
95;Mittelfranken, Regierungsbezirk;56;28318;14130;14188
95;Mittelfranken, Regierungsbezirk;57;27619;13781;13838
95;Mittelfranken, Regierungsbezirk;58;26600;13219;13381
95;Mittelfranken, Regierungsbezirk;59;25515;12777;12738
95;Mittelfranken, Regierungsbezirk;60;24473;12134;12339
95;Mittelfranken, Regierungsbezirk;61;23627;11603;12024
95;Mittelfranken, Regierungsbezirk;62;22782;11318;11464
95;Mittelfranken, Regierungsbezirk;63;21627;10532;11095
95;Mittelfranken, Regierungsbezirk;64;20797;10029;10768
95;Mittelfranken, Regierungsbezirk;65;19744;9557;10187
95;Mittelfranken, Regierungsbezirk;66;19986;9387;10599
95;Mittelfranken, Regierungsbezirk;67;19045;8895;10150
95;Mittelfranken, Regierungsbezirk;68;18767;8798;9969
95;Mittelfranken, Regierungsbezirk;69;18440;8705;9735
95;Mittelfranken, Regierungsbezirk;70;17647;8399;9248
95;Mittelfranken, Regierungsbezirk;71;17107;8165;8942
95;Mittelfranken, Regierungsbezirk;72;14648;6832;7816
95;Mittelfranken, Regierungsbezirk;73;11709;5515;6194
95;Mittelfranken, Regierungsbezirk;74;15332;7155;8177
95;Mittelfranken, Regierungsbezirk;75;81867;36308;45559
95;Mittelfranken, Regierungsbezirk;80;61589;25247;36342
95;Mittelfranken, Regierungsbezirk;85;30306;10758;19548
95;Mittelfranken, Regierungsbezirk;90;15992;4348;11644
96;Unterfranken, Regierungsbezirk;0;11920;6156;5764
96;Unterfranken, Regierungsbezirk;1;12308;6354;5954
96;Unterfranken, Regierungsbezirk;2;12136;6236;5900
96;Unterfranken, Regierungsbezirk;3;11895;6078;5817
96;Unterfranken, Regierungsbezirk;4;11488;5955;5533
96;Unterfranken, Regierungsbezirk;5;11209;5750;5459
96;Unterfranken, Regierungsbezirk;6;11026;5661;5365
96;Unterfranken, Regierungsbezirk;7;10845;5525;5320
96;Unterfranken, Regierungsbezirk;8;10822;5468;5354
96;Unterfranken, Regierungsbezirk;9;10829;5563;5266
96;Unterfranken, Regierungsbezirk;10;11154;5752;5402
96;Unterfranken, Regierungsbezirk;11;11060;5578;5482
96;Unterfranken, Regierungsbezirk;12;11119;5756;5363
96;Unterfranken, Regierungsbezirk;13;11372;5841;5531
96;Unterfranken, Regierungsbezirk;14;11817;6073;5744
96;Unterfranken, Regierungsbezirk;15;12074;6142;5932
96;Unterfranken, Regierungsbezirk;16;12276;6243;6033
96;Unterfranken, Regierungsbezirk;17;12761;6581;6180
96;Unterfranken, Regierungsbezirk;18;13479;7008;6471
96;Unterfranken, Regierungsbezirk;19;14203;7438;6765
96;Unterfranken, Regierungsbezirk;20;15043;7953;7090
96;Unterfranken, Regierungsbezirk;21;15515;8038;7477
96;Unterfranken, Regierungsbezirk;22;15629;8152;7477
96;Unterfranken, Regierungsbezirk;23;15347;7968;7379
96;Unterfranken, Regierungsbezirk;24;15618;8045;7573
96;Unterfranken, Regierungsbezirk;25;16280;8615;7665
96;Unterfranken, Regierungsbezirk;26;16202;8399;7803
96;Unterfranken, Regierungsbezirk;27;16354;8521;7833
96;Unterfranken, Regierungsbezirk;28;17097;8929;8168
96;Unterfranken, Regierungsbezirk;29;16504;8623;7881
96;Unterfranken, Regierungsbezirk;30;17140;9061;8079
96;Unterfranken, Regierungsbezirk;31;16536;8678;7858
96;Unterfranken, Regierungsbezirk;32;16358;8623;7735
96;Unterfranken, Regierungsbezirk;33;15486;7938;7548
96;Unterfranken, Regierungsbezirk;34;15657;8155;7502
96;Unterfranken, Regierungsbezirk;35;16050;8273;7777
96;Unterfranken, Regierungsbezirk;36;16314;8369;7945
96;Unterfranken, Regierungsbezirk;37;16124;8144;7980
96;Unterfranken, Regierungsbezirk;38;15679;7985;7694
96;Unterfranken, Regierungsbezirk;39;14982;7642;7340
96;Unterfranken, Regierungsbezirk;40;15009;7443;7566
96;Unterfranken, Regierungsbezirk;41;14824;7429;7395
96;Unterfranken, Regierungsbezirk;42;14664;7238;7426
96;Unterfranken, Regierungsbezirk;43;14434;7150;7284
96;Unterfranken, Regierungsbezirk;44;14754;7379;7375
96;Unterfranken, Regierungsbezirk;45;14786;7321;7465
96;Unterfranken, Regierungsbezirk;46;16349;8128;8221
96;Unterfranken, Regierungsbezirk;47;17736;8722;9014
96;Unterfranken, Regierungsbezirk;48;18287;9287;9000
96;Unterfranken, Regierungsbezirk;49;20146;9998;10148
96;Unterfranken, Regierungsbezirk;50;20955;10525;10430
96;Unterfranken, Regierungsbezirk;51;22041;10955;11086
96;Unterfranken, Regierungsbezirk;52;22626;11343;11283
96;Unterfranken, Regierungsbezirk;53;22494;11498;10996
96;Unterfranken, Regierungsbezirk;54;23095;11665;11430
96;Unterfranken, Regierungsbezirk;55;23117;11496;11621
96;Unterfranken, Regierungsbezirk;56;22723;11469;11254
96;Unterfranken, Regierungsbezirk;57;22600;11246;11354
96;Unterfranken, Regierungsbezirk;58;21827;10946;10881
96;Unterfranken, Regierungsbezirk;59;20936;10374;10562
96;Unterfranken, Regierungsbezirk;60;19895;10001;9894
96;Unterfranken, Regierungsbezirk;61;19052;9438;9614
96;Unterfranken, Regierungsbezirk;62;18856;9300;9556
96;Unterfranken, Regierungsbezirk;63;17585;8771;8814
96;Unterfranken, Regierungsbezirk;64;17559;8670;8889
96;Unterfranken, Regierungsbezirk;65;16810;8162;8648
96;Unterfranken, Regierungsbezirk;66;16583;8148;8435
96;Unterfranken, Regierungsbezirk;67;15836;7733;8103
96;Unterfranken, Regierungsbezirk;68;15972;7812;8160
96;Unterfranken, Regierungsbezirk;69;15170;7403;7767
96;Unterfranken, Regierungsbezirk;70;13898;6879;7019
96;Unterfranken, Regierungsbezirk;71;12775;6201;6574
96;Unterfranken, Regierungsbezirk;72;10804;5244;5560
96;Unterfranken, Regierungsbezirk;73;8025;3694;4331
96;Unterfranken, Regierungsbezirk;74;10972;5223;5749
96;Unterfranken, Regierungsbezirk;75;61196;27831;33365
96;Unterfranken, Regierungsbezirk;80;50055;21177;28878
96;Unterfranken, Regierungsbezirk;85;24073;8807;15266
96;Unterfranken, Regierungsbezirk;90;12897;3521;9376
97;Schwaben, Regierungsbezirk;0;18486;9451;9035
97;Schwaben, Regierungsbezirk;1;18984;9778;9206
97;Schwaben, Regierungsbezirk;2;19004;9715;9289
97;Schwaben, Regierungsbezirk;3;17995;9225;8770
97;Schwaben, Regierungsbezirk;4;17672;8991;8681
97;Schwaben, Regierungsbezirk;5;17088;8756;8332
97;Schwaben, Regierungsbezirk;6;16970;8798;8172
97;Schwaben, Regierungsbezirk;7;16338;8434;7904
97;Schwaben, Regierungsbezirk;8;16532;8402;8130
97;Schwaben, Regierungsbezirk;9;16438;8402;8036
97;Schwaben, Regierungsbezirk;10;17035;8705;8330
97;Schwaben, Regierungsbezirk;11;17114;8749;8365
97;Schwaben, Regierungsbezirk;12;16673;8580;8093
97;Schwaben, Regierungsbezirk;13;17244;8856;8388
97;Schwaben, Regierungsbezirk;14;17715;8979;8736
97;Schwaben, Regierungsbezirk;15;18189;9339;8850
97;Schwaben, Regierungsbezirk;16;18421;9507;8914
97;Schwaben, Regierungsbezirk;17;19174;9848;9326
97;Schwaben, Regierungsbezirk;18;20184;10498;9686
97;Schwaben, Regierungsbezirk;19;21296;11370;9926
97;Schwaben, Regierungsbezirk;20;21840;11569;10271
97;Schwaben, Regierungsbezirk;21;22360;11788;10572
97;Schwaben, Regierungsbezirk;22;22236;11652;10584
97;Schwaben, Regierungsbezirk;23;22105;11685;10420
97;Schwaben, Regierungsbezirk;24;22131;11755;10376
97;Schwaben, Regierungsbezirk;25;23457;12355;11102
97;Schwaben, Regierungsbezirk;26;23781;12402;11379
97;Schwaben, Regierungsbezirk;27;24318;12757;11561
97;Schwaben, Regierungsbezirk;28;25204;13320;11884
97;Schwaben, Regierungsbezirk;29;24731;12951;11780
97;Schwaben, Regierungsbezirk;30;25224;13200;12024
97;Schwaben, Regierungsbezirk;31;24575;13042;11533
97;Schwaben, Regierungsbezirk;32;24743;12989;11754
97;Schwaben, Regierungsbezirk;33;23323;12168;11155
97;Schwaben, Regierungsbezirk;34;23366;12080;11286
97;Schwaben, Regierungsbezirk;35;23821;12261;11560
97;Schwaben, Regierungsbezirk;36;24038;12408;11630
97;Schwaben, Regierungsbezirk;37;24400;12403;11997
97;Schwaben, Regierungsbezirk;38;24217;12464;11753
97;Schwaben, Regierungsbezirk;39;22965;11603;11362
97;Schwaben, Regierungsbezirk;40;22690;11485;11205
97;Schwaben, Regierungsbezirk;41;22811;11541;11270
97;Schwaben, Regierungsbezirk;42;22557;11381;11176
97;Schwaben, Regierungsbezirk;43;22426;11411;11015
97;Schwaben, Regierungsbezirk;44;22795;11576;11219
97;Schwaben, Regierungsbezirk;45;22522;11364;11158
97;Schwaben, Regierungsbezirk;46;24201;12249;11952
97;Schwaben, Regierungsbezirk;47;26216;13080;13136
97;Schwaben, Regierungsbezirk;48;27202;13760;13442
97;Schwaben, Regierungsbezirk;49;29535;14932;14603
97;Schwaben, Regierungsbezirk;50;30831;15628;15203
97;Schwaben, Regierungsbezirk;51;31162;15934;15228
97;Schwaben, Regierungsbezirk;52;31579;15916;15663
97;Schwaben, Regierungsbezirk;53;31580;16218;15362
97;Schwaben, Regierungsbezirk;54;31835;16221;15614
97;Schwaben, Regierungsbezirk;55;31202;15711;15491
97;Schwaben, Regierungsbezirk;56;30299;15082;15217
97;Schwaben, Regierungsbezirk;57;29680;14896;14784
97;Schwaben, Regierungsbezirk;58;28501;14239;14262
97;Schwaben, Regierungsbezirk;59;27513;13739;13774
97;Schwaben, Regierungsbezirk;60;25940;12894;13046
97;Schwaben, Regierungsbezirk;61;25141;12425;12716
97;Schwaben, Regierungsbezirk;62;24277;12031;12246
97;Schwaben, Regierungsbezirk;63;22742;11103;11639
97;Schwaben, Regierungsbezirk;64;22053;10548;11505
97;Schwaben, Regierungsbezirk;65;21078;10300;10778
97;Schwaben, Regierungsbezirk;66;20807;9913;10894
97;Schwaben, Regierungsbezirk;67;20096;9616;10480
97;Schwaben, Regierungsbezirk;68;20331;9717;10614
97;Schwaben, Regierungsbezirk;69;19908;9530;10378
97;Schwaben, Regierungsbezirk;70;18621;8799;9822
97;Schwaben, Regierungsbezirk;71;18061;8635;9426
97;Schwaben, Regierungsbezirk;72;16011;7583;8428
97;Schwaben, Regierungsbezirk;73;12946;5997;6949
97;Schwaben, Regierungsbezirk;74;16522;7731;8791
97;Schwaben, Regierungsbezirk;75;90223;41291;48932
97;Schwaben, Regierungsbezirk;80;64277;27189;37088
97;Schwaben, Regierungsbezirk;85;32542;11791;20751
97;Schwaben, Regierungsbezirk;90;17654;4826;12828
100;Saarland;0;8133;4218;3915
100;Saarland;1;8324;4266;4058
100;Saarland;2;8343;4166;4177
100;Saarland;3;8016;4231;3785
100;Saarland;4;8049;4127;3922
100;Saarland;5;7544;3969;3575
100;Saarland;6;7719;3996;3723
100;Saarland;7;7865;4098;3767
100;Saarland;8;7871;3988;3883
100;Saarland;9;7776;3963;3813
100;Saarland;10;8073;4157;3916
100;Saarland;11;7913;4094;3819
100;Saarland;12;7874;4163;3711
100;Saarland;13;8128;4199;3929
100;Saarland;14;8247;4282;3965
100;Saarland;15;8244;4285;3959
100;Saarland;16;8573;4477;4096
100;Saarland;17;8944;4645;4299
100;Saarland;18;9476;4958;4518
100;Saarland;19;9828;5162;4666
100;Saarland;20;9981;5331;4650
100;Saarland;21;10617;5588;5029
100;Saarland;22;10704;5641;5063
100;Saarland;23;10568;5569;4999
100;Saarland;24;10989;5656;5333
100;Saarland;25;11366;5978;5388
100;Saarland;26;11694;6083;5611
100;Saarland;27;11939;6293;5646
100;Saarland;28;12342;6471;5871
100;Saarland;29;12016;6331;5685
100;Saarland;30;12275;6392;5883
100;Saarland;31;12143;6326;5817
100;Saarland;32;11981;6228;5753
100;Saarland;33;11345;5881;5464
100;Saarland;34;11269;5764;5505
100;Saarland;35;11398;5864;5534
100;Saarland;36;11624;5961;5663
100;Saarland;37;11554;6003;5551
100;Saarland;38;11564;5932;5632
100;Saarland;39;10988;5416;5572
100;Saarland;40;10608;5199;5409
100;Saarland;41;10774;5307;5467
100;Saarland;42;10322;5176;5146
100;Saarland;43;10096;5087;5009
100;Saarland;44;10321;5106;5215
100;Saarland;45;10361;5117;5244
100;Saarland;46;11449;5649;5800
100;Saarland;47;12688;6202;6486
100;Saarland;48;13081;6500;6581
100;Saarland;49;14628;7254;7374
100;Saarland;50;15680;7745;7935
100;Saarland;51;16222;8092;8130
100;Saarland;52;16887;8448;8439
100;Saarland;53;17195;8397;8798
100;Saarland;54;17703;8690;9013
100;Saarland;55;17725;8791;8934
100;Saarland;56;17590;8724;8866
100;Saarland;57;17751;8926;8825
100;Saarland;58;17087;8429;8658
100;Saarland;59;17258;8700;8558
100;Saarland;60;16551;8230;8321
100;Saarland;61;15900;7929;7971
100;Saarland;62;15186;7478;7708
100;Saarland;63;14396;7047;7349
100;Saarland;64;14519;7043;7476
100;Saarland;65;14123;6861;7262
100;Saarland;66;13762;6736;7026
100;Saarland;67;13222;6385;6837
100;Saarland;68;13314;6481;6833
100;Saarland;69;13582;6619;6963
100;Saarland;70;11510;5547;5963
100;Saarland;71;9351;4472;4879
100;Saarland;72;7484;3490;3994
100;Saarland;73;6847;3184;3663
100;Saarland;74;9179;4186;4993
100;Saarland;75;50164;21865;28299
100;Saarland;80;41920;16962;24958
100;Saarland;85;20439;7324;13115
100;Saarland;90;10337;2629;7708
110;Berlin;0;39362;20228;19134
110;Berlin;1;39548;20391;19157
110;Berlin;2;39696;20274;19422
110;Berlin;3;37560;19400;18160
110;Berlin;4;36922;18805;18117
110;Berlin;5;34902;17951;16951
110;Berlin;6;34535;17784;16751
110;Berlin;7;32599;16769;15830
110;Berlin;8;32945;16867;16078
110;Berlin;9;32423;16565;15858
110;Berlin;10;32275;16712;15563
110;Berlin;11;31268;16228;15040
110;Berlin;12;29865;15198;14667
110;Berlin;13;29073;14994;14079
110;Berlin;14;29195;14991;14204
110;Berlin;15;28031;14381;13650
110;Berlin;16;28264;14645;13619
110;Berlin;17;28510;14639;13871
110;Berlin;18;30466;15783;14683
110;Berlin;19;32155;16504;15651
110;Berlin;20;34738;17418;17320
110;Berlin;21;38011;19265;18746
110;Berlin;22;40163;19945;20218
110;Berlin;23;42031;20857;21174
110;Berlin;24;45109;22363;22746
110;Berlin;25;48371;23925;24446
110;Berlin;26;51441;25372;26069
110;Berlin;27;55822;27799;28023
110;Berlin;28;65611;32760;32851
110;Berlin;29;67210;33458;33752
110;Berlin;30;68546;34365;34181
110;Berlin;31;67507;34100;33407
110;Berlin;32;65339;33166;32173
110;Berlin;33;63536;32467;31069
110;Berlin;34;61231;31401;29830
110;Berlin;35;59901;30544;29357
110;Berlin;36;59415;30450;28965
110;Berlin;37;57849;29366;28483
110;Berlin;38;56415;29088;27327
110;Berlin;39;52114;26653;25461
110;Berlin;40;49817;25686;24131
110;Berlin;41;48337;24731;23606
110;Berlin;42;45986;23389;22597
110;Berlin;43;43920;22534;21386
110;Berlin;44;42822;21916;20906
110;Berlin;45;41447;21041;20406
110;Berlin;46;42928;21952;20976
110;Berlin;47;47153;24156;22997
110;Berlin;48;47689;24381;23308
110;Berlin;49;49738;25534;24204
110;Berlin;50;52091;26584;25507
110;Berlin;51;52335;26732;25603
110;Berlin;52;54372;27394;26978
110;Berlin;53;55949;28458;27491
110;Berlin;54;56679;28619;28060
110;Berlin;55;56330;28423;27907
110;Berlin;56;53412;26930;26482
110;Berlin;57;50593;25215;25378
110;Berlin;58;48210;24400;23810
110;Berlin;59;46175;23136;23039
110;Berlin;60;42287;21051;21236
110;Berlin;61;40421;19934;20487
110;Berlin;62;39535;19355;20180
110;Berlin;63;38918;18773;20145
110;Berlin;64;38164;18114;20050
110;Berlin;65;37149;17420;19729
110;Berlin;66;36371;16757;19614
110;Berlin;67;36690;16842;19848
110;Berlin;68;38033;17246;20787
110;Berlin;69;35335;16154;19181
110;Berlin;70;32191;14820;17371
110;Berlin;71;30017;13640;16377
110;Berlin;72;23193;10828;12365
110;Berlin;73;25935;11754;14181
110;Berlin;74;33755;15321;18434
110;Berlin;75;172368;76042;96326
110;Berlin;80;119171;48467;70704
110;Berlin;85;50639;18014;32625
110;Berlin;90;28717;7187;21530
120;Brandenburg;0;20116;10371;9745
120;Brandenburg;1;21600;11037;10563
120;Brandenburg;2;22515;11530;10985
120;Brandenburg;3;21929;11331;10598
120;Brandenburg;4;22632;11578;11054
120;Brandenburg;5;21807;11232;10575
120;Brandenburg;6;22563;11496;11067
120;Brandenburg;7;22284;11378;10906
120;Brandenburg;8;23060;11973;11087
120;Brandenburg;9;22352;11469;10883
120;Brandenburg;10;22939;11783;11156
120;Brandenburg;11;22347;11478;10869
120;Brandenburg;12;21303;11023;10280
120;Brandenburg;13;21014;10781;10233
120;Brandenburg;14;21249;11001;10248
120;Brandenburg;15;21188;11015;10173
120;Brandenburg;16;20917;10755;10162
120;Brandenburg;17;20761;10829;9932
120;Brandenburg;18;21363;11151;10212
120;Brandenburg;19;20182;10854;9328
120;Brandenburg;20;19184;10417;8767
120;Brandenburg;21;18345;9983;8362
120;Brandenburg;22;17342;9505;7837
120;Brandenburg;23;15684;8479;7205
120;Brandenburg;24;15026;8061;6965
120;Brandenburg;25;14818;7829;6989
120;Brandenburg;26;15904;8532;7372
120;Brandenburg;27;17995;9365;8630
120;Brandenburg;28;26435;13641;12794
120;Brandenburg;29;28286;14532;13754
120;Brandenburg;30;29800;15348;14452
120;Brandenburg;31;30769;15687;15082
120;Brandenburg;32;30358;15419;14939
120;Brandenburg;33;31079;15996;15083
120;Brandenburg;34;30708;15681;15027
120;Brandenburg;35;31188;15960;15228
120;Brandenburg;36;31868;16429;15439
120;Brandenburg;37;31684;16204;15480
120;Brandenburg;38;32917;16935;15982
120;Brandenburg;39;31687;16335;15352
120;Brandenburg;40;31801;16238;15563
120;Brandenburg;41;30644;15672;14972
120;Brandenburg;42;28084;14471;13613
120;Brandenburg;43;26750;13862;12888
120;Brandenburg;44;26193;13380;12813
120;Brandenburg;45;26804;13630;13174
120;Brandenburg;46;29715;15396;14319
120;Brandenburg;47;34866;17980;16886
120;Brandenburg;48;35454;18030;17424
120;Brandenburg;49;36893;18673;18220
120;Brandenburg;50;38951;19646;19305
120;Brandenburg;51;41181;20820;20361
120;Brandenburg;52;44107;22186;21921
120;Brandenburg;53;45998;23360;22638
120;Brandenburg;54;47828;24338;23490
120;Brandenburg;55;49290;24937;24353
120;Brandenburg;56;48870;24717;24153
120;Brandenburg;57;48120;24230;23890
120;Brandenburg;58;46124;23025;23099
120;Brandenburg;59;44963;22660;22303
120;Brandenburg;60;41145;20618;20527
120;Brandenburg;61;40002;20059;19943
120;Brandenburg;62;39628;19774;19854
120;Brandenburg;63;39598;19665;19933
120;Brandenburg;64;38841;18997;19844
120;Brandenburg;65;38027;18555;19472
120;Brandenburg;66;37007;17927;19080
120;Brandenburg;67;35798;17505;18293
120;Brandenburg;68;33395;16019;17376
120;Brandenburg;69;28228;13531;14697
120;Brandenburg;70;24187;11623;12564
120;Brandenburg;71;22913;10768;12145
120;Brandenburg;72;15329;7154;8175
120;Brandenburg;73;18019;8179;9840
120;Brandenburg;74;26634;12057;14577
120;Brandenburg;75;150852;66674;84178
120;Brandenburg;80;111107;45344;65763
120;Brandenburg;85;49971;17663;32308
120;Brandenburg;90;23402;5694;17708
130;Mecklenburg-Vorpommern;0;13020;6658;6362
130;Mecklenburg-Vorpommern;1;13338;6797;6541
130;Mecklenburg-Vorpommern;2;13770;6967;6803
130;Mecklenburg-Vorpommern;3;14127;7207;6920
130;Mecklenburg-Vorpommern;4;13889;7083;6806
130;Mecklenburg-Vorpommern;5;13726;6999;6727
130;Mecklenburg-Vorpommern;6;13836;7128;6708
130;Mecklenburg-Vorpommern;7;13781;7106;6675
130;Mecklenburg-Vorpommern;8;14357;7322;7035
130;Mecklenburg-Vorpommern;9;14035;7117;6918
130;Mecklenburg-Vorpommern;10;14136;7216;6920
130;Mecklenburg-Vorpommern;11;13550;6925;6625
130;Mecklenburg-Vorpommern;12;13161;6803;6358
130;Mecklenburg-Vorpommern;13;12812;6449;6363
130;Mecklenburg-Vorpommern;14;13347;6846;6501
130;Mecklenburg-Vorpommern;15;13104;6745;6359
130;Mecklenburg-Vorpommern;16;12850;6710;6140
130;Mecklenburg-Vorpommern;17;13184;6859;6325
130;Mecklenburg-Vorpommern;18;13721;7245;6476
130;Mecklenburg-Vorpommern;19;13171;6962;6209
130;Mecklenburg-Vorpommern;20;12893;6713;6180
130;Mecklenburg-Vorpommern;21;13068;6826;6242
130;Mecklenburg-Vorpommern;22;12426;6586;5840
130;Mecklenburg-Vorpommern;23;11258;5895;5363
130;Mecklenburg-Vorpommern;24;10702;5649;5053
130;Mecklenburg-Vorpommern;25;10920;5813;5107
130;Mecklenburg-Vorpommern;26;12001;6298;5703
130;Mecklenburg-Vorpommern;27;13387;7006;6381
130;Mecklenburg-Vorpommern;28;19521;10092;9429
130;Mecklenburg-Vorpommern;29;20404;10681;9723
130;Mecklenburg-Vorpommern;30;21318;11197;10121
130;Mecklenburg-Vorpommern;31;21697;11367;10330
130;Mecklenburg-Vorpommern;32;20979;10881;10098
130;Mecklenburg-Vorpommern;33;20730;10745;9985
130;Mecklenburg-Vorpommern;34;20338;10576;9762
130;Mecklenburg-Vorpommern;35;20452;10686;9766
130;Mecklenburg-Vorpommern;36;20784;10928;9856
130;Mecklenburg-Vorpommern;37;20096;10595;9501
130;Mecklenburg-Vorpommern;38;20537;10662;9875
130;Mecklenburg-Vorpommern;39;20048;10659;9389
130;Mecklenburg-Vorpommern;40;19878;10518;9360
130;Mecklenburg-Vorpommern;41;19244;10294;8950
130;Mecklenburg-Vorpommern;42;16850;8957;7893
130;Mecklenburg-Vorpommern;43;15944;8480;7464
130;Mecklenburg-Vorpommern;44;15665;8294;7371
130;Mecklenburg-Vorpommern;45;16145;8474;7671
130;Mecklenburg-Vorpommern;46;17630;9173;8457
130;Mecklenburg-Vorpommern;47;20375;10680;9695
130;Mecklenburg-Vorpommern;48;20835;10778;10057
130;Mecklenburg-Vorpommern;49;21637;11120;10517
130;Mecklenburg-Vorpommern;50;23089;11757;11332
130;Mecklenburg-Vorpommern;51;24173;12156;12017
130;Mecklenburg-Vorpommern;52;26136;13207;12929
130;Mecklenburg-Vorpommern;53;27729;14055;13674
130;Mecklenburg-Vorpommern;54;29125;14746;14379
130;Mecklenburg-Vorpommern;55;30312;15251;15061
130;Mecklenburg-Vorpommern;56;30218;15192;15026
130;Mecklenburg-Vorpommern;57;30541;15351;15190
130;Mecklenburg-Vorpommern;58;29803;14805;14998
130;Mecklenburg-Vorpommern;59;28994;14386;14608
130;Mecklenburg-Vorpommern;60;27306;13598;13708
130;Mecklenburg-Vorpommern;61;26507;13177;13330
130;Mecklenburg-Vorpommern;62;26526;12993;13533
130;Mecklenburg-Vorpommern;63;26779;13079;13700
130;Mecklenburg-Vorpommern;64;26654;13089;13565
130;Mecklenburg-Vorpommern;65;26074;12655;13419
130;Mecklenburg-Vorpommern;66;25196;12111;13085
130;Mecklenburg-Vorpommern;67;24241;11645;12596
130;Mecklenburg-Vorpommern;68;22382;10852;11530
130;Mecklenburg-Vorpommern;69;19266;9229;10037
130;Mecklenburg-Vorpommern;70;16468;7867;8601
130;Mecklenburg-Vorpommern;71;15198;7177;8021
130;Mecklenburg-Vorpommern;72;10017;4774;5243
130;Mecklenburg-Vorpommern;73;10650;4888;5762
130;Mecklenburg-Vorpommern;74;15738;7167;8571
130;Mecklenburg-Vorpommern;75;92654;40051;52603
130;Mecklenburg-Vorpommern;80;71291;28031;43260
130;Mecklenburg-Vorpommern;85;33338;11287;22051
130;Mecklenburg-Vorpommern;90;14593;3296;11297
141;Chemnitz, Regierungsbezirk;0;-;-;-
141;Chemnitz, Regierungsbezirk;1;-;-;-
141;Chemnitz, Regierungsbezirk;2;-;-;-
141;Chemnitz, Regierungsbezirk;3;-;-;-
141;Chemnitz, Regierungsbezirk;4;-;-;-
141;Chemnitz, Regierungsbezirk;5;-;-;-
141;Chemnitz, Regierungsbezirk;6;-;-;-
141;Chemnitz, Regierungsbezirk;7;-;-;-
141;Chemnitz, Regierungsbezirk;8;-;-;-
141;Chemnitz, Regierungsbezirk;9;-;-;-
141;Chemnitz, Regierungsbezirk;10;-;-;-
141;Chemnitz, Regierungsbezirk;11;-;-;-
141;Chemnitz, Regierungsbezirk;12;-;-;-
141;Chemnitz, Regierungsbezirk;13;-;-;-
141;Chemnitz, Regierungsbezirk;14;-;-;-
141;Chemnitz, Regierungsbezirk;15;-;-;-
141;Chemnitz, Regierungsbezirk;16;-;-;-
141;Chemnitz, Regierungsbezirk;17;-;-;-
