Kennung;Bezeichnung;Alter_von;Insgesamt;männlich;weiblich
151;Dessau, Stat. Region;6;-;-;-
151;Dessau, Stat. Region;7;-;-;-
151;Dessau, Stat. Region;8;-;-;-
151;Dessau, Stat. Region;9;-;-;-
151;Dessau, Stat. Region;10;-;-;-
151;Dessau, Stat. Region;11;-;-;-
151;Dessau, Stat. Region;12;-;-;-
151;Dessau, Stat. Region;13;-;-;-
151;Dessau, Stat. Region;14;-;-;-
151;Dessau, Stat. Region;15;-;-;-
151;Dessau, Stat. Region;16;-;-;-
151;Dessau, Stat. Region;17;-;-;-
151;Dessau, Stat. Region;18;-;-;-
151;Dessau, Stat. Region;19;-;-;-
151;Dessau, Stat. Region;20;-;-;-
151;Dessau, Stat. Region;21;-;-;-
151;Dessau, Stat. Region;22;-;-;-
151;Dessau, Stat. Region;23;-;-;-
151;Dessau, Stat. Region;24;-;-;-
151;Dessau, Stat. Region;25;-;-;-
151;Dessau, Stat. Region;26;-;-;-
151;Dessau, Stat. Region;27;-;-;-
151;Dessau, Stat. Region;28;-;-;-
151;Dessau, Stat. Region;29;-;-;-
151;Dessau, Stat. Region;30;-;-;-
151;Dessau, Stat. Region;31;-;-;-
151;Dessau, Stat. Region;32;-;-;-
151;Dessau, Stat. Region;33;-;-;-
151;Dessau, Stat. Region;34;-;-;-
151;Dessau, Stat. Region;35;-;-;-
151;Dessau, Stat. Region;36;-;-;-
151;Dessau, Stat. Region;37;-;-;-
151;Dessau, Stat. Region;38;-;-;-
151;Dessau, Stat. Region;39;-;-;-
151;Dessau, Stat. Region;40;-;-;-
151;Dessau, Stat. Region;41;-;-;-
151;Dessau, Stat. Region;42;-;-;-
151;Dessau, Stat. Region;43;-;-;-
151;Dessau, Stat. Region;44;-;-;-
151;Dessau, Stat. Region;45;-;-;-
151;Dessau, Stat. Region;46;-;-;-
151;Dessau, Stat. Region;47;-;-;-
151;Dessau, Stat. Region;48;-;-;-
151;Dessau, Stat. Region;49;-;-;-
151;Dessau, Stat. Region;50;-;-;-
151;Dessau, Stat. Region;51;-;-;-
151;Dessau, Stat. Region;52;-;-;-
151;Dessau, Stat. Region;53;-;-;-
151;Dessau, Stat. Region;54;-;-;-
151;Dessau, Stat. Region;55;-;-;-
151;Dessau, Stat. Region;56;-;-;-
151;Dessau, Stat. Region;57;-;-;-
151;Dessau, Stat. Region;58;-;-;-
151;Dessau, Stat. Region;59;-;-;-
151;Dessau, Stat. Region;60;-;-;-
151;Dessau, Stat. Region;61;-;-;-
151;Dessau, Stat. Region;62;-;-;-
151;Dessau, Stat. Region;63;-;-;-
151;Dessau, Stat. Region;64;-;-;-
151;Dessau, Stat. Region;65;-;-;-
151;Dessau, Stat. Region;66;-;-;-
151;Dessau, Stat. Region;67;-;-;-
151;Dessau, Stat. Region;68;-;-;-
151;Dessau, Stat. Region;69;-;-;-
151;Dessau, Stat. Region;70;-;-;-
151;Dessau, Stat. Region;71;-;-;-
151;Dessau, Stat. Region;72;-;-;-
151;Dessau, Stat. Region;73;-;-;-
151;Dessau, Stat. Region;74;-;-;-
151;Dessau, Stat. Region;75;-;-;-
151;Dessau, Stat. Region;80;-;-;-
151;Dessau, Stat. Region;85;-;-;-
151;Dessau, Stat. Region;90;-;-;-
152;Halle, Stat. Region;0;-;-;-
152;Halle, Stat. Region;1;-;-;-
152;Halle, Stat. Region;2;-;-;-
152;Halle, Stat. Region;3;-;-;-
152;Halle, Stat. Region;4;-;-;-
152;Halle, Stat. Region;5;-;-;-
152;Halle, Stat. Region;6;-;-;-
152;Halle, Stat. Region;7;-;-;-
152;Halle, Stat. Region;8;-;-;-
152;Halle, Stat. Region;9;-;-;-
152;Halle, Stat. Region;10;-;-;-
152;Halle, Stat. Region;11;-;-;-
152;Halle, Stat. Region;12;-;-;-
152;Halle, Stat. Region;13;-;-;-
152;Halle, Stat. Region;14;-;-;-
152;Halle, Stat. Region;15;-;-;-
152;Halle, Stat. Region;16;-;-;-
152;Halle, Stat. Region;17;-;-;-
152;Halle, Stat. Region;18;-;-;-
152;Halle, Stat. Region;19;-;-;-
152;Halle, Stat. Region;20;-;-;-
152;Halle, Stat. Region;21;-;-;-
152;Halle, Stat. Region;22;-;-;-
152;Halle, Stat. Region;23;-;-;-
152;Halle, Stat. Region;24;-;-;-
152;Halle, Stat. Region;25;-;-;-
152;Halle, Stat. Region;26;-;-;-
152;Halle, Stat. Region;27;-;-;-
152;Halle, Stat. Region;28;-;-;-
152;Halle, Stat. Region;29;-;-;-
152;Halle, Stat. Region;30;-;-;-
152;Halle, Stat. Region;31;-;-;-
152;Halle, Stat. Region;32;-;-;-
152;Halle, Stat. Region;33;-;-;-
152;Halle, Stat. Region;34;-;-;-
152;Halle, Stat. Region;35;-;-;-
152;Halle, Stat. Region;36;-;-;-
152;Halle, Stat. Region;37;-;-;-
152;Halle, Stat. Region;38;-;-;-
152;Halle, Stat. Region;39;-;-;-
152;Halle, Stat. Region;40;-;-;-
152;Halle, Stat. Region;41;-;-;-
152;Halle, Stat. Region;42;-;-;-
152;Halle, Stat. Region;43;-;-;-
152;Halle, Stat. Region;44;-;-;-
152;Halle, Stat. Region;45;-;-;-
152;Halle, Stat. Region;46;-;-;-
152;Halle, Stat. Region;47;-;-;-
152;Halle, Stat. Region;48;-;-;-
152;Halle, Stat. Region;49;-;-;-
152;Halle, Stat. Region;50;-;-;-
152;Halle, Stat. Region;51;-;-;-
152;Halle, Stat. Region;52;-;-;-
152;Halle, Stat. Region;53;-;-;-
152;Halle, Stat. Region;54;-;-;-
152;Halle, Stat. Region;55;-;-;-
152;Halle, Stat. Region;56;-;-;-
152;Halle, Stat. Region;57;-;-;-
152;Halle, Stat. Region;58;-;-;-
152;Halle, Stat. Region;59;-;-;-
152;Halle, Stat. Region;60;-;-;-
152;Halle, Stat. Region;61;-;-;-
152;Halle, Stat. Region;62;-;-;-
152;Halle, Stat. Region;63;-;-;-
152;Halle, Stat. Region;64;-;-;-
152;Halle, Stat. Region;65;-;-;-
152;Halle, Stat. Region;66;-;-;-
152;Halle, Stat. Region;67;-;-;-
152;Halle, Stat. Region;68;-;-;-
152;Halle, Stat. Region;69;-;-;-
152;Halle, Stat. Region;70;-;-;-
152;Halle, Stat. Region;71;-;-;-
152;Halle, Stat. Region;72;-;-;-
152;Halle, Stat. Region;73;-;-;-
152;Halle, Stat. Region;74;-;-;-
152;Halle, Stat. Region;75;-;-;-
152;Halle, Stat. Region;80;-;-;-
152;Halle, Stat. Region;85;-;-;-
152;Halle, Stat. Region;90;-;-;-
153;Magdeburg, Stat. Region;0;-;-;-
153;Magdeburg, Stat. Region;1;-;-;-
153;Magdeburg, Stat. Region;2;-;-;-
153;Magdeburg, Stat. Region;3;-;-;-
153;Magdeburg, Stat. Region;4;-;-;-
153;Magdeburg, Stat. Region;5;-;-;-
153;Magdeburg, Stat. Region;6;-;-;-
153;Magdeburg, Stat. Region;7;-;-;-
153;Magdeburg, Stat. Region;8;-;-;-
153;Magdeburg, Stat. Region;9;-;-;-
153;Magdeburg, Stat. Region;10;-;-;-
153;Magdeburg, Stat. Region;11;-;-;-
153;Magdeburg, Stat. Region;12;-;-;-
153;Magdeburg, Stat. Region;13;-;-;-
153;Magdeburg, Stat. Region;14;-;-;-
153;Magdeburg, Stat. Region;15;-;-;-
153;Magdeburg, Stat. Region;16;-;-;-
153;Magdeburg, Stat. Region;17;-;-;-
153;Magdeburg, Stat. Region;18;-;-;-
153;Magdeburg, Stat. Region;19;-;-;-
153;Magdeburg, Stat. Region;20;-;-;-
153;Magdeburg, Stat. Region;21;-;-;-
153;Magdeburg, Stat. Region;22;-;-;-
153;Magdeburg, Stat. Region;23;-;-;-
153;Magdeburg, Stat. Region;24;-;-;-
153;Magdeburg, Stat. Region;25;-;-;-
153;Magdeburg, Stat. Region;26;-;-;-
153;Magdeburg, Stat. Region;27;-;-;-
153;Magdeburg, Stat. Region;28;-;-;-
153;Magdeburg, Stat. Region;29;-;-;-
153;Magdeburg, Stat. Region;30;-;-;-
153;Magdeburg, Stat. Region;31;-;-;-
153;Magdeburg, Stat. Region;32;-;-;-
153;Magdeburg, Stat. Region;33;-;-;-
153;Magdeburg, Stat. Region;34;-;-;-
153;Magdeburg, Stat. Region;35;-;-;-
153;Magdeburg, Stat. Region;36;-;-;-
153;Magdeburg, Stat. Region;37;-;-;-
153;Magdeburg, Stat. Region;38;-;-;-
153;Magdeburg, Stat. Region;39;-;-;-
153;Magdeburg, Stat. Region;40;-;-;-
153;Magdeburg, Stat. Region;41;-;-;-
153;Magdeburg, Stat. Region;42;-;-;-
153;Magdeburg, Stat. Region;43;-;-;-
153;Magdeburg, Stat. Region;44;-;-;-
153;Magdeburg, Stat. Region;45;-;-;-
153;Magdeburg, Stat. Region;46;-;-;-
153;Magdeburg, Stat. Region;47;-;-;-
153;Magdeburg, Stat. Region;48;-;-;-
153;Magdeburg, Stat. Region;49;-;-;-
153;Magdeburg, Stat. Region;50;-;-;-
153;Magdeburg, Stat. Region;51;-;-;-
153;Magdeburg, Stat. Region;52;-;-;-
153;Magdeburg, Stat. Region;53;-;-;-
153;Magdeburg, Stat. Region;54;-;-;-
153;Magdeburg, Stat. Region;55;-;-;-
153;Magdeburg, Stat. Region;56;-;-;-
153;Magdeburg, Stat. Region;57;-;-;-
153;Magdeburg, Stat. Region;58;-;-;-
153;Magdeburg, Stat. Region;59;-;-;-
153;Magdeburg, Stat. Region;60;-;-;-
153;Magdeburg, Stat. Region;61;-;-;-
153;Magdeburg, Stat. Region;62;-;-;-
153;Magdeburg, Stat. Region;63;-;-;-
153;Magdeburg, Stat. Region;64;-;-;-
153;Magdeburg, Stat. Region;65;-;-;-
153;Magdeburg, Stat. Region;66;-;-;-
153;Magdeburg, Stat. Region;67;-;-;-
153;Magdeburg, Stat. Region;68;-;-;-
153;Magdeburg, Stat. Region;69;-;-;-
153;Magdeburg, Stat. Region;70;-;-;-
153;Magdeburg, Stat. Region;71;-;-;-
153;Magdeburg, Stat. Region;72;-;-;-
153;Magdeburg, Stat. Region;73;-;-;-
153;Magdeburg, Stat. Region;74;-;-;-
153;Magdeburg, Stat. Region;75;-;-;-
153;Magdeburg, Stat. Region;80;-;-;-
153;Magdeburg, Stat. Region;85;-;-;-
153;Magdeburg, Stat. Region;90;-;-;-
160;Thüringen;0;17410;8940;8470
160;Thüringen;1;18276;9363;8913
160;Thüringen;2;18789;9568;9221
160;Thüringen;3;18797;9730;9067
160;Thüringen;4;18995;9764;9231
160;Thüringen;5;18694;9597;9097
160;Thüringen;6;18594;9569;9025
160;Thüringen;7;18268;9378;8890
160;Thüringen;8;18692;9537;9155
160;Thüringen;9;17856;9049;8807
160;Thüringen;10;18334;9433;8901
160;Thüringen;11;17913;9289;8624
160;Thüringen;12;16887;8808;8079
160;Thüringen;13;17097;8772;8325
160;Thüringen;14;17653;9113;8540
160;Thüringen;15;17200;8793;8407
160;Thüringen;16;17210;8900;8310
160;Thüringen;17;17642;9134;8508
160;Thüringen;18;17727;9365;8362
160;Thüringen;19;17460;9447;8013
160;Thüringen;20;17456;9190;8266
160;Thüringen;21;17760;9381;8379
160;Thüringen;22;16779;8786;7993
160;Thüringen;23;15871;8537;7334
160;Thüringen;24;14929;7999;6930
160;Thüringen;25;15367;8138;7229
160;Thüringen;26;16130;8495;7635
160;Thüringen;27;17977;9500;8477
160;Thüringen;28;25232;13439;11793
160;Thüringen;29;25786;13512;12274
160;Thüringen;30;27575;14565;13010
160;Thüringen;31;27765;14686;13079
160;Thüringen;32;26935;14334;12601
160;Thüringen;33;26729;14153;12576
160;Thüringen;34;26735;14199;12536
160;Thüringen;35;26974;14315;12659
160;Thüringen;36;27543;14651;12892
160;Thüringen;37;26761;14236;12525
160;Thüringen;38;27443;14581;12862
160;Thüringen;39;26228;13928;12300
160;Thüringen;40;25391;13486;11905
160;Thüringen;41;24984;13222;11762
160;Thüringen;42;22432;11805;10627
160;Thüringen;43;21531;11465;10066
160;Thüringen;44;22237;11870;10367
160;Thüringen;45;23058;12196;10862
160;Thüringen;46;25955;13884;12071
160;Thüringen;47;29167;15489;13678
160;Thüringen;48;29751;15539;14212
160;Thüringen;49;30035;15614;14421
160;Thüringen;50;30555;15712;14843
160;Thüringen;51;31648;16028;15620
160;Thüringen;52;33901;17320;16581
160;Thüringen;53;34990;17701;17289
160;Thüringen;54;36866;18650;18216
160;Thüringen;55;37720;18928;18792
160;Thüringen;56;37313;18683;18630
160;Thüringen;57;38367;19129;19238
160;Thüringen;58;36505;18182;18323
160;Thüringen;59;36449;18208;18241
160;Thüringen;60;33812;16770;17042
160;Thüringen;61;33618;16612;17006
160;Thüringen;62;34216;16830;17386
160;Thüringen;63;34275;16709;17566
160;Thüringen;64;33610;16337;17273
160;Thüringen;65;33391;16250;17141
160;Thüringen;66;32974;15976;16998
160;Thüringen;67;32626;15729;16897
160;Thüringen;68;30796;14587;16209
160;Thüringen;69;27167;12978;14189
160;Thüringen;70;23342;11028;12314
160;Thüringen;71;22091;10341;11750
160;Thüringen;72;17965;8219;9746
160;Thüringen;73;16832;7660;9172
160;Thüringen;74;24196;10963;13233
160;Thüringen;75;131032;57200;73832
160;Thüringen;80;93863;37594;56269
160;Thüringen;85;43354;14630;28724
160;Thüringen;90;21661;5116;16545
