Jahr;Kennung;Bezeichnung ;Alter;Alter_von;insgesamt;A00-B99 Bestimmte infektiöse und parasitäre Krankheiten;C00-D48 Neubildungen;D50-D90 Krankheiten des Blutes und der blutbildenden Organe;E00-E90 Endokrine, Ernährungs und Stoffwechselkrankheiten;F00-F99 Psychische Verhaltensstörungen;G00-G99 Krankheiten des Nervensystems;H00-H59 Krankheiten des Auges und der Augenanhangsgebilde;H60-H95 Krankheiten des Ohres und des Warzenfortsatzes;I00-I99 Krankheiten des Kreislaufsystems;J00-J99 Krankheiten des  Atmungssystems;K00-K93 Krankheiten des Verdauungssystems;L00-L99 Krankheiten der Haut und der Unterhaut;M00-M99 Krankheiten des Muskelskelettsystems und des Bindegewebes;N00-N99 Krankheiten des Urogenitalsystems;O00-O99 Schwangerschaft, Geburt und Wochenbett;P00-P96 Best. Zustände, d. i. Ursprung i. d. Perinatalperiode haben;Q00-Q99 Angeborene Fehlbildungen,Deform. u. Chromosomenanomalien;R00-R99 Sympt.u.abnorm.klin.u.Laborbef.,d.andernorts n.klassif. sind;S00-T98 Verletzungen,Vergiftungen u.best.and. Folgen äuß. Ursachen;U00-U99 Schlüsselnummern für besondere Zwecke;Z00-Z99 Fakt.,d.d.Gesund. beeinfl. u.z.Inansp.d.Gesundheitsw.füh.;Diagnose unbekannt
2017;51;Düsseldorf, Regierungsbezirk;40 bis unter 45 Jahre;40;47645;1088;3544;269;1073;6483;2646;432;527;3271;2487;6352;1134;5001;4024;2791;-;148;2555;3589;-;231;-
2017;51;Düsseldorf, Regierungsbezirk;45 bis unter 50 Jahre;45;67039;1524;6458;354;1651;7773;4083;806;802;6599;3259;9122;1415;8897;5189;131;-;173;3226;5208;-;369;-
2017;51;Düsseldorf, Regierungsbezirk;50 bis unter 55 Jahre;50;89961;1948;10042;432;2225;8904;5549;1182;974;11064;4468;11885;1711;12154;5655;14;-;160;4106;7000;-;487;1
2017;51;Düsseldorf, Regierungsbezirk;55 bis unter 60 Jahre;55;98478;2161;13042;544;2232;7362;5781;1550;966;15046;5719;11763;1579;13199;5398;4;-;147;4091;7331;-;563;-
2017;51;Düsseldorf, Regierungsbezirk;60 bis unter 65 Jahre;60;100542;2171;15421;586;2237;4554;5184;1857;932;18429;7049;11359;1320;12087;5461;-;-;128;4046;7164;-;557;-
2017;51;Düsseldorf, Regierungsbezirk;65 bis unter 70 Jahre;65;104750;2534;17203;693;2348;3196;4915;2393;851;21321;7694;11188;1272;11130;5964;-;-;71;4050;7341;-;586;-
2017;51;Düsseldorf, Regierungsbezirk;70 bis unter 75 Jahre;70;107323;2922;16809;862;2440;2490;4838;2819;727;23375;8026;10793;1075;11076;6031;-;-;58;4361;7991;-;630;-
2017;51;Düsseldorf, Regierungsbezirk;75 bis unter 80 Jahre;75;152688;4539;20721;1340;3890;3459;6851;4217;904;34967;10673;15195;1594;14957;8745;-;-;63;6947;12794;-;831;1
2017;51;Düsseldorf, Regierungsbezirk;80 bis unter 85 Jahre;80;124286;4362;13639;1335;4162;3078;4864;3012;595;30021;8987;12274;1304;9389;7136;-;-;15;6425;12969;-;719;-
2017;51;Düsseldorf, Regierungsbezirk;85 bis unter 90 Jahre;85;76175;3091;6032;994;3320;2080;2716;1341;302;18269;6206;7202;866;3893;4513;-;-;8;4294;10560;-;488;-
2017;51;Düsseldorf, Regierungsbezirk;90 bis unter 95 Jahre;90;32022;1495;1672;491;1682;858;840;375;74;7496;2823;2995;374;1127;2075;-;-;4;1821;5663;-;157;-
2017;51;Düsseldorf, Regierungsbezirk;95 Jahre und mehr;95;6872;333;268;101;402;165;139;49;16;1486;702;613;98;183;421;-;-;-;412;1440;-;44;-
2017;53;Köln, Regierungsbezirk;unter 1 Jahr;0;55160;1527;232;60;191;33;220;61;99;87;2970;568;246;20;547;-;11145;1629;926;1567;-;33032;-
2017;53;Köln, Regierungsbezirk;1 bis unter 5 Jahre;1;17865;2650;679;184;208;243;564;163;372;79;5363;709;470;233;450;-;2;948;882;3295;-;371;-
2017;53;Köln, Regierungsbezirk;5 bis unter 10 Jahre;5;11664;1030;467;163;326;513;629;298;201;142;1776;831;333;329;313;-;-;444;917;2791;1;160;-
2017;53;Köln, Regierungsbezirk;10 bis unter 15 Jahre;10;14398;764;388;117;534;1553;740;158;197;290;886;1681;337;796;507;15;-;349;1856;3134;-;96;-
2017;53;Köln, Regierungsbezirk;15 bis unter 20 Jahre;15;26791;1200;603;157;514;4694;1160;170;182;570;2001;2884;930;1261;1396;1554;-;349;2692;4370;-;104;-
2017;53;Köln, Regierungsbezirk;20 bis unter 25 Jahre;20;33192;1172;689;126;446;4400;1146;194;236;733;2363;3433;1114;1399;2082;6832;-;261;2023;4388;-;155;-
2017;53;Köln, Regierungsbezirk;25 bis unter 30 Jahre;25;44558;1128;1010;199;561;4937;1399;244;282;840;2259;4103;1043;1815;2591;15471;-;185;2070;4213;-;208;-
2017;53;Köln, Regierungsbezirk;30 bis unter 35 Jahre;30;48637;918;1332;147;666;5275;1358;251;336;1098;2006;4106;864;2213;2680;19810;-;142;1823;3393;-;219;-
2017;53;Köln, Regierungsbezirk;35 bis unter 40 Jahre;35;44095;888;2093;169;824;5608;1522;283;386;1668;1849;4620;880;2717;2964;12032;-;132;2045;3247;-;168;-
2017;53;Köln, Regierungsbezirk;40 bis unter 45 Jahre;40;37625;881;2861;193;934;5223;1824;357;438;2489;1771;4899;790;3632;3183;2542;-;133;2097;3212;-;165;1
2017;53;Köln, Regierungsbezirk;45 bis unter 50 Jahre;45;50864;1260;4905;243;1337;6324;2532;555;607;5001;2477;7031;959;5918;3983;132;-;129;2688;4573;-;210;-
2017;53;Köln, Regierungsbezirk;50 bis unter 55 Jahre;50;67070;1491;7331;282;1776;6586;3445;917;721;8376;3263;9050;1089;8558;4321;5;-;171;3412;5956;-;320;-
2017;53;Köln, Regierungsbezirk;55 bis unter 60 Jahre;55;72552;1657;8685;305;1801;5350;3571;1257;746;11356;4118;9299;1038;9184;4195;-;-;149;3381;6155;-;305;-
2017;53;Köln, Regierungsbezirk;60 bis unter 65 Jahre;60;72641;1760;9987;353;1651;3460;3300;1585;670;13556;4802;8539;829;8817;4093;-;-;86;3012;5818;-;323;-
2017;53;Köln, Regierungsbezirk;65 bis unter 70 Jahre;65;76030;2107;11369;425;1850;2036;3113;1941;615;15923;5349;8407;782;8305;4411;-;-;68;3034;5978;-;317;-
2017;53;Köln, Regierungsbezirk;70 bis unter 75 Jahre;70;77733;2186;10673;517;1915;1765;3201;2287;592;17778;5642;7809;677;8192;4435;-;-;47;3344;6335;-;338;-
2017;53;Köln, Regierungsbezirk;75 bis unter 80 Jahre;75;111031;3683;13459;888;3145;2364;4515;3369;698;26296;7770;10847;987;10736;6103;-;-;53;5353;10222;-;543;-
2017;53;Köln, Regierungsbezirk;80 bis unter 85 Jahre;80;89848;3483;8235;868;3254;2114;3255;2395;475;22212;6735;8835;761;6838;4925;-;-;23;4749;10220;-;471;-
2017;53;Köln, Regierungsbezirk;85 bis unter 90 Jahre;85;55512;2417;3630;611;2549;1341;1636;1024;195;13486;4622;5485;498;3070;3086;-;-;8;3163;8369;-;322;-
2017;53;Köln, Regierungsbezirk;90 bis unter 95 Jahre;90;23739;1114;1175;320;1316;518;572;297;51;5695;2213;2170;231;827;1353;-;-;-;1426;4321;-;140;-
2017;53;Köln, Regierungsbezirk;95 Jahre und mehr;95;5177;249;177;53;282;101;106;39;5;1163;545;467;44;139;294;-;-;-;317;1174;-;22;-
2017;55;Münster, Regierungsbezirk;unter 1 Jahr;0;33293;1093;145;21;53;58;145;34;71;28;2180;501;157;15;277;-;6284;1194;675;965;-;19397;-
2017;55;Münster, Regierungsbezirk;1 bis unter 5 Jahre;1;11512;1783;271;97;159;281;517;78;154;58;3235;414;328;216;273;-;1;721;640;2104;-;181;1
2017;55;Münster, Regierungsbezirk;5 bis unter 10 Jahre;5;7947;848;183;117;219;488;502;126;138;101;1051;689;236;302;247;-;-;378;623;1630;-;69;-
2017;55;Münster, Regierungsbezirk;10 bis unter 15 Jahre;10;10887;699;260;78;423;1214;538;88;140;277;625;1344;264;711;382;8;-;304;1363;2114;-;55;-
2017;55;Münster, Regierungsbezirk;15 bis unter 20 Jahre;15;19852;933;323;92;409;3430;888;107;147;471;1173;2395;662;1181;1086;1070;-;260;1947;3210;-;68;-
2017;55;Münster, Regierungsbezirk;20 bis unter 25 Jahre;20;22769;757;361;81;302;3010;976;146;134;499;1242;2394;751;1194;1424;4806;-;179;1386;3028;-;99;-
2017;55;Münster, Regierungsbezirk;25 bis unter 30 Jahre;25;28193;684;575;72;374;2908;993;135;192;576;1167;2685;636;1599;1711;9931;-;130;1183;2513;-;129;-
2017;55;Münster, Regierungsbezirk;30 bis unter 35 Jahre;30;30544;617;764;108;387;3188;938;142;191;827;1067;2683;525;1791;1753;12093;-;82;1169;2042;-;177;-
2017;55;Münster, Regierungsbezirk;35 bis unter 40 Jahre;35;26515;569;1081;115;510;3149;1125;151;219;1146;1050;2855;566;2478;1930;6198;-;86;1223;1931;-;133;-
2017;55;Münster, Regierungsbezirk;40 bis unter 45 Jahre;40;25130;583;1762;157;594;3150;1382;143;273;1881;1113;3248;567;3276;2191;1167;-;79;1307;2117;-;140;-
2017;55;Münster, Regierungsbezirk;45 bis unter 50 Jahre;45;36086;735;3339;203;998;3956;2067;343;401;3648;1414;4661;733;5679;2796;41;-;91;1775;3003;-;203;-
2017;55;Münster, Regierungsbezirk;50 bis unter 55 Jahre;50;47373;992;4809;239;1209;4533;2573;515;493;5872;2028;5851;888;7885;3071;1;-;97;2081;3980;-;256;-
2017;55;Münster, Regierungsbezirk;55 bis unter 60 Jahre;55;52950;1122;6514;270;1281;3723;2865;720;521;8274;2713;6027;846;8439;2922;1;-;90;2152;4178;-;292;-
2017;55;Münster, Regierungsbezirk;60 bis unter 65 Jahre;60;54253;1174;8067;289;1401;2332;2538;911;474;9969;3506;5836;762;7745;2774;-;-;68;2054;4026;-;327;-
2017;55;Münster, Regierungsbezirk;65 bis unter 70 Jahre;65;54903;1269;8579;372;1283;1614;2484;1079;422;11402;3882;5692;655;6794;2998;-;-;52;2104;3880;-;342;-
2017;55;Münster, Regierungsbezirk;70 bis unter 75 Jahre;70;53011;1361;7489;428;1242;1267;2356;1191;354;11956;3910;5137;562;6445;2932;-;-;38;2186;3874;-;283;-
2017;55;Münster, Regierungsbezirk;75 bis unter 80 Jahre;75;75728;2220;9483;674;1987;1814;3481;1700;439;17577;5393;7244;791;8316;4075;-;-;33;3485;6612;-;404;-
2017;55;Münster, Regierungsbezirk;80 bis unter 85 Jahre;80;62693;2076;5885;664;2162;1639;2770;1275;312;15395;4756;5963;610;5431;3435;-;-;12;3239;6718;-;351;-
2017;55;Münster, Regierungsbezirk;85 bis unter 90 Jahre;85;41101;1611;2774;542;1810;1104;1536;674;145;10022;3505;4005;400;2437;2235;-;-;6;2295;5777;-;223;-
2017;55;Münster, Regierungsbezirk;90 bis unter 95 Jahre;90;17467;750;902;263;964;449;515;146;37;4175;1647;1659;177;694;928;-;-;1;1000;3076;-;84;-
2017;55;Münster, Regierungsbezirk;95 Jahre und mehr;95;3577;139;152;53;221;103;79;12;11;747;388;340;33;111;174;-;-;-;197;806;-;11;-
2017;57;Detmold, Regierungsbezirk;unter 1 Jahr;0;25211;646;88;21;48;8;74;27;60;47;1385;288;122;9;252;-;5777;792;434;572;-;14561;-
2017;57;Detmold, Regierungsbezirk;1 bis unter 5 Jahre;1;7804;1255;296;75;89;100;289;70;137;46;2100;319;227;108;211;-;1;469;453;1480;-;79;-
2017;57;Detmold, Regierungsbezirk;5 bis unter 10 Jahre;5;5955;619;263;66;156;240;341;117;106;76;768;548;169;242;207;-;-;242;430;1328;-;37;-
2017;57;Detmold, Regierungsbezirk;10 bis unter 15 Jahre;10;7676;472;203;44;259;745;403;80;117;132;408;1079;198;528;300;2;-;199;852;1619;-;36;-
2017;57;Detmold, Regierungsbezirk;15 bis unter 20 Jahre;15;14176;654;266;60;254;2497;598;85;102;290;904;1608;495;819;743;856;-;153;1480;2250;-;62;-
2017;57;Detmold, Regierungsbezirk;20 bis unter 25 Jahre;20;17002;600;364;79;239;2164;642;105;137;353;1053;1666;549;737;1005;3793;-;102;1160;2164;-;90;-
2017;57;Detmold, Regierungsbezirk;25 bis unter 30 Jahre;25;21808;560;481;68;246;2071;715;119;164;457;1020;1818;552;872;1128;8420;-;88;1095;1788;-;146;-
2017;57;Detmold, Regierungsbezirk;30 bis unter 35 Jahre;30;23042;447;677;75;252;2548;738;117;166;630;910;1882;481;1021;1234;9122;-;65;1033;1517;-;127;-
2017;57;Detmold, Regierungsbezirk;35 bis unter 40 Jahre;35;19684;442;909;61;331;2574;793;130;202;868;898;2085;435;1284;1277;4726;1;65;1035;1437;-;131;-
2017;57;Detmold, Regierungsbezirk;40 bis unter 45 Jahre;40;18132;420;1400;122;437;2327;914;155;250;1417;834;2346;424;1779;1451;1061;-;64;1095;1525;-;111;-
2017;57;Detmold, Regierungsbezirk;45 bis unter 50 Jahre;45;24454;612;2330;104;700;2859;1318;246;322;2559;1115;3178;583;2921;1747;55;-;73;1424;2169;-;139;-
2017;57;Detmold, Regierungsbezirk;50 bis unter 55 Jahre;50;32514;723;3615;149;893;3406;1803;391;416;4141;1427;3989;673;4178;1982;9;-;78;1665;2780;-;196;-
2017;57;Detmold, Regierungsbezirk;55 bis unter 60 Jahre;55;36351;837;4759;173;1013;2761;2029;540;446;5411;1945;4190;671;4819;1913;-;-;66;1642;2883;-;253;-
2017;57;Detmold, Regierungsbezirk;60 bis unter 65 Jahre;60;37045;885;5557;180;968;1824;1842;679;407;6787;2256;3980;549;4471;1898;-;-;58;1613;2787;-;304;-
2017;57;Detmold, Regierungsbezirk;65 bis unter 70 Jahre;65;37350;1003;5976;220;1009;1157;1854;931;369;7563;2478;3848;477;3992;1890;-;-;35;1547;2736;-;265;-
2017;57;Detmold, Regierungsbezirk;70 bis unter 75 Jahre;70;35770;992;5047;247;974;917;1714;975;330;7879;2583;3554;378;3763;1898;-;-;28;1537;2699;-;255;-
2017;57;Detmold, Regierungsbezirk;75 bis unter 80 Jahre;75;54514;1652;7066;417;1631;1304;2429;1518;408;12492;3882;5202;619;5353;2836;-;-;16;2616;4692;-;381;-
2017;57;Detmold, Regierungsbezirk;80 bis unter 85 Jahre;80;44282;1676;4421;401;1631;966;1745;1056;255;11233;3312;4179;451;3367;2301;-;-;8;2338;4676;-;266;-
2017;57;Detmold, Regierungsbezirk;85 bis unter 90 Jahre;85;28983;1203;2182;335;1375;622;926;571;128;7185;2484;2778;298;1680;1418;-;-;4;1680;3941;-;173;-
2017;57;Detmold, Regierungsbezirk;90 bis unter 95 Jahre;90;12544;590;640;159;698;239;312;125;39;3036;1204;1189;139;504;664;-;-;-;660;2280;-;66;-
2017;57;Detmold, Regierungsbezirk;95 Jahre und mehr;95;2724;111;122;31;175;41;39;21;5;644;306;248;24;83;145;-;-;1;129;580;-;19;-
2017;59;Arnsberg, Regierungsbezirk;unter 1 Jahr;0;43544;1415;163;53;100;34;226;47;96;68;2608;581;202;23;372;-;9039;1520;809;1050;-;25138;-
2017;59;Arnsberg, Regierungsbezirk;1 bis unter 5 Jahre;1;15458;2276;347;218;221;371;742;142;255;84;4714;604;419;216;381;-;-;868;938;2486;-;176;-
2017;59;Arnsberg, Regierungsbezirk;5 bis unter 10 Jahre;5;10987;995;337;163;312;890;775;187;186;136;1576;905;326;346;321;-;-;463;838;2111;-;120;-
2017;59;Arnsberg, Regierungsbezirk;10 bis unter 15 Jahre;10;14302;807;310;115;528;1880;888;137;132;287;808;1642;344;841;532;28;1;358;1783;2752;-;129;-
2017;59;Arnsberg, Regierungsbezirk;15 bis unter 20 Jahre;15;26772;1201;612;132;557;4714;1229;175;166;628;1646;3149;865;1476;1383;1588;-;320;2688;4058;-;185;-
2017;59;Arnsberg, Regierungsbezirk;20 bis unter 25 Jahre;20;32100;1171;640;116;490;4438;1173;211;176;678;1737;3534;963;1716;2042;6775;-;200;2074;3802;-;164;-
2017;59;Arnsberg, Regierungsbezirk;25 bis unter 30 Jahre;25;40983;1036;954;138;527;4348;1369;239;222;872;1790;3933;1037;2358;2338;14082;-;191;2002;3380;-;167;-
2017;59;Arnsberg, Regierungsbezirk;30 bis unter 35 Jahre;30;42774;863;1119;143;699;4737;1456;261;264;1093;1640;3870;787;2701;2444;15703;-;162;1851;2792;-;189;-
2017;59;Arnsberg, Regierungsbezirk;35 bis unter 40 Jahre;35;38130;787;1862;161;780;4613;1636;260;327;1615;1498;4336;764;3655;2754;8041;-;111;1931;2805;-;194;-
2017;59;Arnsberg, Regierungsbezirk;40 bis unter 45 Jahre;40;36309;763;2689;232;928;4601;1951;385;331;2661;1608;4755;781;4814;2925;1650;-;118;2100;2789;-;228;-
2017;59;Arnsberg, Regierungsbezirk;45 bis unter 50 Jahre;45;52709;1016;5076;258;1442;5778;3116;632;524;5305;2177;6746;1059;8517;3803;78;-;131;2744;4000;-;307;-
2017;59;Arnsberg, Regierungsbezirk;50 bis unter 55 Jahre;50;70565;1375;8048;400;1821;6069;4241;968;624;8883;3141;8621;1234;11821;4028;9;-;151;3167;5568;-;395;1
2017;59;Arnsberg, Regierungsbezirk;55 bis unter 60 Jahre;55;78626;1540;10626;408;2038;5089;4669;1304;656;11923;4144;8967;1255;12807;3732;-;-;123;3170;5714;-;461;-
2017;59;Arnsberg, Regierungsbezirk;60 bis unter 65 Jahre;60;80657;1682;13071;419;2002;3355;4047;1669;607;14337;5174;8568;1109;11488;3765;-;-;85;3104;5728;-;447;-
2017;59;Arnsberg, Regierungsbezirk;65 bis unter 70 Jahre;65;81607;1871;13909;568;2209;2013;3727;2161;539;16287;5593;8435;985;9926;4135;-;-;62;3010;5671;-;506;-
2017;59;Arnsberg, Regierungsbezirk;70 bis unter 75 Jahre;70;81783;1974;13615;669;2114;1606;3524;2338;466;17742;5873;7789;891;9767;3888;-;-;43;3295;5736;-;453;-
2017;59;Arnsberg, Regierungsbezirk;75 bis unter 80 Jahre;75;116595;3152;15601;1101;3617;2292;4917;3552;599;26742;8164;11056;1125;12826;5766;-;-;60;5373;10044;-;608;-
2017;59;Arnsberg, Regierungsbezirk;80 bis unter 85 Jahre;80;92712;3072;10208;1078;3650;1871;3453;2527;396;22529;6533;8736;951;7897;4493;-;-;22;4859;9922;-;515;-
2017;59;Arnsberg, Regierungsbezirk;85 bis unter 90 Jahre;85;58047;2234;4387;743;2968;1208;1754;1134;223;14095;4883;5382;570;3584;2771;-;-;3;3504;8267;-;337;-
2017;59;Arnsberg, Regierungsbezirk;90 bis unter 95 Jahre;90;24831;1040;1269;347;1530;495;594;316;53;5774;2333;2207;283;1157;1243;-;-;7;1507;4555;-;121;-
2017;59;Arnsberg, Regierungsbezirk;95 Jahre und mehr;95;5245;251;208;65;391;99;117;47;9;1167;527;440;61;179;244;-;-;-;308;1109;-;23;-
2017;64;Darmstadt, Regierungsbezirk;unter 1 Jahr;0;51267;1141;207;44;88;23;206;64;124;68;2684;520;254;30;541;-;10153;1335;694;1491;-;31591;9
2017;64;Darmstadt, Regierungsbezirk;1 bis unter 5 Jahre;1;15618;1974;454;139;253;135;557;173;264;82;4830;580;532;217;398;-;-;1000;680;3097;-;246;7
2017;64;Darmstadt, Regierungsbezirk;5 bis unter 10 Jahre;5;10326;942;434;121;253;418;578;232;181;139;1630;701;344;350;304;-;-;461;668;2474;-;94;2
2017;64;Darmstadt, Regierungsbezirk;10 bis unter 15 Jahre;10;11694;629;408;72;400;1377;557;128;154;269;771;1282;336;627;446;12;-;273;1337;2548;-;68;-
2017;64;Darmstadt, Regierungsbezirk;15 bis unter 20 Jahre;15;19735;925;619;85;399;3445;774;144;183;402;1509;2174;708;900;983;1117;-;243;1927;3093;-;102;3
2017;64;Darmstadt, Regierungsbezirk;20 bis unter 25 Jahre;20;25798;902;481;84;341;3206;829;179;195;363;1787;2533;795;1077;1561;6340;1;167;1690;3070;-;178;19
2017;64;Darmstadt, Regierungsbezirk;25 bis unter 30 Jahre;25;36274;873;824;81;508;3308;969;239;300;595;1825;3129;797;1316;1922;14459;-;157;1747;2871;-;212;142
2017;64;Darmstadt, Regierungsbezirk;30 bis unter 35 Jahre;30;41771;777;1305;111;604;3568;1028;241;289;797;1694;3487;700;1577;2309;18483;-;136;1594;2577;-;221;273
2017;64;Darmstadt, Regierungsbezirk;35 bis unter 40 Jahre;35;38039;781;1955;139;728;3901;1229;319;411;1164;1664;3861;670;2032;2418;11891;-;136;1832;2458;-;195;255
2017;64;Darmstadt, Regierungsbezirk;40 bis unter 45 Jahre;40;32204;714;2645;157;932;3888;1411;361;448;1957;1536;4323;731;2747;2638;2679;-;102;1996;2661;-;157;121
2017;64;Darmstadt, Regierungsbezirk;45 bis unter 50 Jahre;45;40875;924;4255;183;1410;4725;2038;580;568;3617;1918;5811;825;4344;3119;208;-;125;2505;3432;-;233;55
2017;64;Darmstadt, Regierungsbezirk;50 bis unter 55 Jahre;50;53435;1208;6153;234;1764;5452;2657;1027;672;6287;2478;7093;965;6234;3428;17;-;147;2731;4546;-;314;28
2017;64;Darmstadt, Regierungsbezirk;55 bis unter 60 Jahre;55;56399;1304;7725;225;1673;4056;2584;1199;689;8396;3011;7053;851;6648;3126;-;-;126;2783;4651;-;288;11
2017;64;Darmstadt, Regierungsbezirk;60 bis unter 65 Jahre;60;57079;1373;8869;293;1784;2624;2471;1512;621;10227;3323;6503;696;6267;3351;-;-;88;2492;4274;-;302;9
2017;64;Darmstadt, Regierungsbezirk;65 bis unter 70 Jahre;65;64830;1738;10355;398;1919;1873;2489;1891;594;13084;4200;7070;768;6699;3658;-;-;80;2816;4809;1;368;20
2017;64;Darmstadt, Regierungsbezirk;70 bis unter 75 Jahre;70;67351;1866;10310;462;1941;1386;2560;2123;515;14953;4700;6593;698;6792;3748;-;-;48;3176;5137;-;335;8
2017;64;Darmstadt, Regierungsbezirk;75 bis unter 80 Jahre;75;91087;2822;11769;723;2761;1574;3565;2719;577;21569;6072;8680;915;8734;5120;-;-;39;4672;8364;-;399;13
2017;64;Darmstadt, Regierungsbezirk;80 bis unter 85 Jahre;80;72089;2752;7202;752;2839;1178;2600;1758;403;17965;4964;6738;733;5361;3847;-;-;23;4404;8241;-;314;15
2017;64;Darmstadt, Regierungsbezirk;85 bis unter 90 Jahre;85;45342;1889;3337;555;2243;687;1255;806;157;11537;3658;4248;478;2243;2400;-;-;6;2904;6740;-;196;3
2017;64;Darmstadt, Regierungsbezirk;90 bis unter 95 Jahre;90;21064;1007;1011;293;1302;277;575;283;45;5217;1974;1853;208;713;1151;-;-;2;1329;3736;-;86;2
2017;64;Darmstadt, Regierungsbezirk;95 Jahre und mehr;95;4894;217;163;79;349;50;85;48;12;1105;561;405;67;99;274;-;-;-;296;1063;-;21;-
2017;65;Gießen, Regierungsbezirk;unter 1 Jahr;0;10378;160;55;16;13;8;44;12;21;13;390;109;35;3;105;-;1902;374;160;217;-;6741;-
2017;65;Gießen, Regierungsbezirk;1 bis unter 5 Jahre;1;3438;358;139;32;74;47;217;33;66;10;1013;136;83;35;116;-;-;221;225;594;-;39;-
2017;65;Gießen, Regierungsbezirk;5 bis unter 10 Jahre;5;2611;178;77;21;72;116;175;68;42;37;441;191;78;88;82;-;-;107;195;620;-;23;-
2017;65;Gießen, Regierungsbezirk;10 bis unter 15 Jahre;10;3217;116;84;20;140;480;138;53;28;44;218;346;76;188;84;3;-;103;333;740;-;23;-
2017;65;Gießen, Regierungsbezirk;15 bis unter 20 Jahre;15;6557;260;155;22;149;1396;264;42;54;134;395;661;228;344;283;364;-;96;559;1116;-;35;-
2017;65;Gießen, Regierungsbezirk;20 bis unter 25 Jahre;20;8770;294;206;27;123;1423;359;51;51;202;514;866;325;423;455;1627;-;65;518;1177;-;63;1
2017;65;Gießen, Regierungsbezirk;25 bis unter 30 Jahre;25;11079;275;280;26;155;1351;386;78;79;227;476;992;288;556;526;3819;-;43;466;992;-;62;2
2017;65;Gießen, Regierungsbezirk;30 bis unter 35 Jahre;30;10856;228;291;34;164;1363;375;63;64;284;401;1032;248;545;585;3904;-;39;418;754;-;63;1
2017;65;Gießen, Regierungsbezirk;35 bis unter 40 Jahre;35;9839;208;460;54;197;1491;442;87;87;384;358;1062;212;780;648;2089;-;25;484;712;-;58;1
2017;65;Gießen, Regierungsbezirk;40 bis unter 45 Jahre;40;9031;169;643;46;256;1294;500;88;93;630;367;1210;202;985;762;465;-;26;428;807;-;59;1
2017;65;Gießen, Regierungsbezirk;45 bis unter 50 Jahre;45;12651;266;1151;56;339;1563;727;159;153;1231;464;1766;279;1742;872;28;-;29;658;1074;-;91;3
2017;65;Gießen, Regierungsbezirk;50 bis unter 55 Jahre;50;17292;357;1799;64;524;1826;1093;238;178;2020;706;2214;369;2522;1016;3;-;36;776;1464;-;81;6
2017;65;Gießen, Regierungsbezirk;55 bis unter 60 Jahre;55;19165;392;2283;92;499;1495;1122;284;192;2917;947;2320;352;2678;971;-;-;43;798;1637;-;140;3
2017;65;Gießen, Regierungsbezirk;60 bis unter 65 Jahre;60;19031;411;2612;94;475;923;1032;333;176;3426;1083;2205;264;2627;1005;-;-;31;739;1454;-;133;8
2017;65;Gießen, Regierungsbezirk;65 bis unter 70 Jahre;65;20987;514;3028;125;541;598;1055;462;154;4343;1378;2387;268;2398;1112;-;-;19;851;1634;-;118;2
2017;65;Gießen, Regierungsbezirk;70 bis unter 75 Jahre;70;18491;491;2560;100;504;446;876;368;146;4185;1274;1972;204;2024;1036;-;-;18;771;1419;-;92;5
2017;65;Gießen, Regierungsbezirk;75 bis unter 80 Jahre;75;27711;822;3043;204;792;561;1363;542;186;6650;1866;2932;293;2805;1483;-;-;12;1436;2553;-;161;7
2017;65;Gießen, Regierungsbezirk;80 bis unter 85 Jahre;80;22423;771;2041;218;779;374;1039;325;106;5640;1664;2192;295;1715;1270;-;-;3;1277;2582;-;120;12
2017;65;Gießen, Regierungsbezirk;85 bis unter 90 Jahre;85;13899;540;933;148;581;217;526;148;44;3552;1082;1433;160;720;749;-;-;2;889;2079;-;93;3
2017;65;Gießen, Regierungsbezirk;90 bis unter 95 Jahre;90;5878;241;282;69;317;84;190;36;18;1504;484;550;63;190;345;-;-;-;360;1121;-;21;3
2017;65;Gießen, Regierungsbezirk;95 Jahre und mehr;95;1104;45;45;13;53;20;31;6;1;277;103;99;13;24;60;-;-;-;62;247;-;4;1
2017;66;Kassel, Regierungsbezirk;unter 1 Jahr;0;13898;291;83;19;11;11;52;14;22;31;785;148;57;7;124;-;2300;426;306;488;-;8723;-
2017;66;Kassel, Regierungsbezirk;1 bis unter 5 Jahre;1;5411;561;150;41;37;69;156;36;74;27;1821;279;132;54;138;-;-;280;337;1126;-;92;1
2017;66;Kassel, Regierungsbezirk;5 bis unter 10 Jahre;5;3932;284;129;34;70;162;188;70;68;54;655;307;104;125;108;-;-;149;445;944;-;36;-
2017;66;Kassel, Regierungsbezirk;10 bis unter 15 Jahre;10;5367;207;151;29;140;556;269;45;61;115;383;552;121;258;198;6;-;114;951;1179;-;32;-
2017;66;Kassel, Regierungsbezirk;15 bis unter 20 Jahre;15;9109;427;147;45;163;1593;335;57;55;193;645;1009;328;427;426;566;-;89;1178;1384;-;42;-
2017;66;Kassel, Regierungsbezirk;20 bis unter 25 Jahre;20;11031;481;210;30;144;1514;433;70;73;208;724;1039;382;469;549;2463;-;64;739;1391;-;48;-
2017;66;Kassel, Regierungsbezirk;25 bis unter 30 Jahre;25;13854;358;227;52;187;1512;422;98;103;263;740;1188;341;633;641;5157;-;64;694;1100;-;73;1
